grade,num_tested,pct_ccr,pct_glp,school_code,subgroup,subject,type,year,school_name,district_name,County name,School_Name,State_Name,Lea_Name,size,lea_size,st_size
ALL,648,48.1,57.4,110324,ALL,ALL,ALL,2013,Candler Elementary,Asheville City School District,Buncombe,Candler Elementary,State Of North Carolina,Buncombe County Schools,20.5,20.333333333333332,20.166666666666668
ALL,1323,65.3,72.7,110326,ALL,ALL,ALL,2017,Cane Creek Middle,Asheville City School District,Buncombe,Cane Creek Middle,State Of North Carolina,Buncombe County Schools,23.333333333333332,22.333333333333332,21.666666666666668
ALL,1465,67.0,74.5,110326,ALL,ALL,ALL,2016,Cane Creek Middle,Asheville City School District,Buncombe,Cane Creek Middle,State Of North Carolina,Buncombe County Schools,22.0,22.0,21.333333333333332
ALL,1580,67.6,77.3,110326,ALL,ALL,ALL,2015,Cane Creek Middle,Asheville City School District,Buncombe,Cane Creek Middle,State Of North Carolina,Buncombe County Schools,23.333333333333332,23.0,22.0
ALL,1580,67.6,77.3,110326,ALL,ALL,ALL,2014,Cane Creek Middle,Asheville City School District,Buncombe,,,,,,
ALL,1580,67.6,77.3,110326,ALL,ALL,ALL,2013,Cane Creek Middle,Asheville City School District,Buncombe,Cane Creek Middle,State Of North Carolina,Buncombe County Schools,24.333333333333332,23.666666666666668,21.666666666666668
ALL,357,50.4,61.1,110332,ALL,ALL,ALL,2017,Bell Elementary,Asheville City School District,Buncombe,Bell Elementary,State Of North Carolina,Buncombe County Schools,19.0,20.0,19.666666666666668
ALL,364,50.5,63.5,110332,ALL,ALL,ALL,2016,Bell Elementary,Asheville City School District,Buncombe,Bell Elementary,State Of North Carolina,Buncombe County Schools,17.833333333333332,19.333333333333332,19.5
ALL,332,55.1,67.8,110332,ALL,ALL,ALL,2015,Bell Elementary,Asheville City School District,Buncombe,Bell Elementary,State Of North Carolina,Buncombe County Schools,19.0,18.666666666666668,19.333333333333332
ALL,332,55.1,67.8,110332,ALL,ALL,ALL,2014,Bell Elementary,Asheville City School District,Buncombe,,,,,,
ALL,332,55.1,67.8,110332,ALL,ALL,ALL,2013,Bell Elementary,Asheville City School District,Buncombe,Bell Elementary,State Of North Carolina,Buncombe County Schools,20.166666666666668,20.333333333333332,20.166666666666668
ALL,510,62.2,70.4,110336,ALL,ALL,ALL,2017,Owen High,Asheville City School District,Buncombe,Owen High,State Of North Carolina,Buncombe County Schools,22.75,20.75,19.75
ALL,635,48.8,61.7,110336,ALL,ALL,ALL,2016,Owen High,Asheville City School District,Buncombe,,,,,,
ALL,619,43.1,55.7,110336,ALL,ALL,ALL,2015,Owen High,Asheville City School District,Buncombe,,,,,,
ALL,619,43.1,55.7,110336,ALL,ALL,ALL,2014,Owen High,Asheville City School District,Buncombe,,,,,,
ALL,619,43.1,55.7,110336,ALL,ALL,ALL,2013,Owen High,Asheville City School District,Buncombe,,,,,,
ALL,1255,52.4,61.0,110338,ALL,ALL,ALL,2017,Owen Middle,Asheville City School District,Buncombe,Owen Middle,State Of North Carolina,Buncombe County Schools,20.0,22.333333333333332,21.666666666666668
ALL,1275,52.9,61.9,110338,ALL,ALL,ALL,2016,Owen Middle,Asheville City School District,Buncombe,Owen Middle,State Of North Carolina,Buncombe County Schools,19.333333333333332,22.0,21.333333333333332
ALL,1282,52.4,61.0,110338,ALL,ALL,ALL,2015,Owen Middle,Asheville City School District,Buncombe,Owen Middle,State Of North Carolina,Buncombe County Schools,19.666666666666668,23.0,22.0
ALL,1282,52.4,61.0,110338,ALL,ALL,ALL,2014,Owen Middle,Asheville City School District,Buncombe,,,,,,
ALL,1282,52.4,61.0,110338,ALL,ALL,ALL,2013,Owen Middle,Asheville City School District,Buncombe,Owen Middle,State Of North Carolina,Buncombe County Schools,19.666666666666668,23.666666666666668,21.666666666666668
ALL,1018,37.5,48.6,110340,ALL,ALL,ALL,2017,Erwin High,Asheville City School District,Buncombe,Erwin High,State Of North Carolina,Buncombe County Schools,22.75,20.75,19.75
ALL,994,41.5,52.1,110340,ALL,ALL,ALL,2016,Erwin High,Asheville City School District,Buncombe,,,,,,
ALL,1057,34.2,45.1,110340,ALL,ALL,ALL,2015,Erwin High,Asheville City School District,Buncombe,,,,,,
ALL,1057,34.2,45.1,110340,ALL,ALL,ALL,2014,Erwin High,Asheville City School District,Buncombe,,,,,,
ALL,1057,34.2,45.1,110340,ALL,ALL,ALL,2013,Erwin High,Asheville City School District,Buncombe,,,,,,
ALL,1682,38.3,47.0,110342,ALL,ALL,ALL,2017,Erwin Middle,Asheville City School District,Buncombe,"Erwin Middle, Asheville",State Of North Carolina,Buncombe County Schools,21.5,22.0,21.5
ALL,1743,41.3,50.5,110342,ALL,ALL,ALL,2016,Erwin Middle,Asheville City School District,Buncombe,"Erwin Middle, Asheville",State Of North Carolina,Buncombe County Schools,24.0,22.0,21.5
ALL,1960,43.6,53.4,110342,ALL,ALL,ALL,2015,Erwin Middle,Asheville City School District,Buncombe,"Erwin Middle, Asheville",State Of North Carolina,Buncombe County Schools,23.5,23.5,22.0
ALL,1960,43.6,53.4,110342,ALL,ALL,ALL,2014,Erwin Middle,Asheville City School District,Buncombe,,,,,,
ALL,1960,43.6,53.4,110342,ALL,ALL,ALL,2013,Erwin Middle,Asheville City School District,Buncombe,"Erwin Middle, Asheville",State Of North Carolina,Buncombe County Schools,24.5,23.5,21.5
ALL,308,39.9,51.6,110348,ALL,ALL,ALL,2017,Emma Elementary,Asheville City School District,Buncombe,Emma Elementary,State Of North Carolina,Buncombe County Schools,17.2,19.2,19.4
ALL,335,42.4,55.8,110348,ALL,ALL,ALL,2016,Emma Elementary,Asheville City School District,Buncombe,Emma Elementary,State Of North Carolina,Buncombe County Schools,16.2,18.6,19.2
ALL,322,41.3,52.5,110348,ALL,ALL,ALL,2015,Emma Elementary,Asheville City School District,Buncombe,Emma Elementary,State Of North Carolina,Buncombe County Schools,18.4,18.2,19.2
ALL,322,41.3,52.5,110348,ALL,ALL,ALL,2014,Emma Elementary,Asheville City School District,Buncombe,,,,,,
ALL,322,41.3,52.5,110348,ALL,ALL,ALL,2013,Emma Elementary,Asheville City School District,Buncombe,Emma Elementary,State Of North Carolina,Buncombe County Schools,18.2,19.8,20.0
ALL,854,53.2,62.9,110352,ALL,ALL,ALL,2017,Enka High,Asheville City School District,Buncombe,Enka High,State Of North Carolina,Buncombe County Schools,18.75,20.75,19.75
ALL,743,46.2,55.6,110352,ALL,ALL,ALL,2016,Enka High,Asheville City School District,Buncombe,,,,,,
ALL,894,43.4,53.0,110352,ALL,ALL,ALL,2015,Enka High,Asheville City School District,Buncombe,,,,,,
ALL,894,43.4,53.0,110352,ALL,ALL,ALL,2014,Enka High,Asheville City School District,Buncombe,,,,,,
ALL,894,43.4,53.0,110352,ALL,ALL,ALL,2013,Enka High,Asheville City School District,Buncombe,,,,,,
ALL,885,62.3,73.1,110356,ALL,ALL,ALL,2017,Fairview Elementary,Asheville City School District,Buncombe,"Fairview Elementary, Fairview",State Of North Carolina,Buncombe County Schools,21.333333333333332,20.0,19.666666666666668
ALL,830,62.7,73.7,110356,ALL,ALL,ALL,2016,Fairview Elementary,Asheville City School District,Buncombe,"Fairview Elementary, Fairview",State Of North Carolina,Buncombe County Schools,18.0,19.333333333333332,19.5
ALL,804,65.9,76.0,110356,ALL,ALL,ALL,2015,Fairview Elementary,Asheville City School District,Buncombe,"Fairview Elementary, Fairview",State Of North Carolina,Buncombe County Schools,19.166666666666668,18.666666666666668,19.333333333333332
ALL,804,65.9,76.0,110356,ALL,ALL,ALL,2014,Fairview Elementary,Asheville City School District,Buncombe,,,,,,
ALL,804,65.9,76.0,110356,ALL,ALL,ALL,2013,Fairview Elementary,Asheville City School District,Buncombe,"Fairview Elementary, Fairview",State Of North Carolina,Buncombe County Schools,21.5,20.333333333333332,20.166666666666668
ALL,428,67.8,75.9,110366,ALL,ALL,ALL,2017,Glen Arden Elementary,Asheville City School District,Buncombe,Glen Arden Elementary,State Of North Carolina,Buncombe County Schools,21.6,19.2,19.4
ALL,404,59.2,70.5,110366,ALL,ALL,ALL,2016,Glen Arden Elementary,Asheville City School District,Buncombe,Glen Arden Elementary,State Of North Carolina,Buncombe County Schools,20.4,18.6,19.2
ALL,410,61.2,73.9,110366,ALL,ALL,ALL,2015,Glen Arden Elementary,Asheville City School District,Buncombe,Glen Arden Elementary,State Of North Carolina,Buncombe County Schools,18.4,18.2,19.2
ALL,410,61.2,73.9,110366,ALL,ALL,ALL,2014,Glen Arden Elementary,Asheville City School District,Buncombe,,,,,,
ALL,410,61.2,73.9,110366,ALL,ALL,ALL,2013,Glen Arden Elementary,Asheville City School District,Buncombe,Glen Arden Elementary,State Of North Carolina,Buncombe County Schools,19.6,19.8,20.0
ALL,473,67.2,75.5,110368,ALL,ALL,ALL,2017,Haw Creek Elementary,Asheville City School District,Buncombe,Haw Creek Elementary,State Of North Carolina,Buncombe County Schools,18.666666666666668,20.0,19.666666666666668
ALL,437,62.7,73.2,110368,ALL,ALL,ALL,2016,Haw Creek Elementary,Asheville City School District,Buncombe,Haw Creek Elementary,State Of North Carolina,Buncombe County Schools,19.833333333333332,19.333333333333332,19.5
ALL,428,62.9,75.0,110368,ALL,ALL,ALL,2015,Haw Creek Elementary,Asheville City School District,Buncombe,Haw Creek Elementary,State Of North Carolina,Buncombe County Schools,20.833333333333332,18.666666666666668,19.333333333333332
ALL,428,62.9,75.0,110368,ALL,ALL,ALL,2014,Haw Creek Elementary,Asheville City School District,Buncombe,,,,,,
ALL,428,62.9,75.0,110368,ALL,ALL,ALL,2013,Haw Creek Elementary,Asheville City School District,Buncombe,Haw Creek Elementary,State Of North Carolina,Buncombe County Schools,20.333333333333332,20.333333333333332,20.166666666666668
ALL,370,68.6,76.8,110370,ALL,ALL,ALL,2017,Hominy Valley Elementary,Asheville City School District,Buncombe,Hominy Valley Elementary,State Of North Carolina,Buncombe County Schools,19.8,19.2,19.4
ALL,330,67.9,77.9,110370,ALL,ALL,ALL,2016,Hominy Valley Elementary,Asheville City School District,Buncombe,Hominy Valley Elementary,State Of North Carolina,Buncombe County Schools,18.166666666666668,19.333333333333332,19.5
ALL,531,65.5,74.4,110370,ALL,ALL,ALL,2015,Hominy Valley Elementary,Asheville City School District,Buncombe,Hominy Valley Elementary,State Of North Carolina,Buncombe County Schools,18.166666666666668,18.666666666666668,19.333333333333332
ALL,531,65.5,74.4,110370,ALL,ALL,ALL,2014,Hominy Valley Elementary,Asheville City School District,Buncombe,,,,,,
ALL,531,65.5,74.4,110370,ALL,ALL,ALL,2013,Hominy Valley Elementary,Asheville City School District,Buncombe,Hominy Valley Elementary,State Of North Carolina,Buncombe County Schools,21.0,20.333333333333332,20.166666666666668
ALL,237,21.9,32.1,110372,ALL,ALL,ALL,2017,Johnston Elementary,Asheville City School District,Buncombe,Johnston Elementary,State Of North Carolina,Buncombe County Schools,18.0,19.2,19.4
ALL,224,23.7,34.8,110372,ALL,ALL,ALL,2016,Johnston Elementary,Asheville City School District,Buncombe,Johnston Elementary,State Of North Carolina,Buncombe County Schools,16.4,18.6,19.2
ALL,214,38.8,49.1,110372,ALL,ALL,ALL,2015,Johnston Elementary,Asheville City School District,Buncombe,Johnston Elementary,State Of North Carolina,Buncombe County Schools,17.4,18.2,19.2
ALL,214,38.8,49.1,110372,ALL,ALL,ALL,2014,Johnston Elementary,Asheville City School District,Buncombe,,,,,,
ALL,214,38.8,49.1,110372,ALL,ALL,ALL,2013,Johnston Elementary,Asheville City School District,Buncombe,Johnston Elementary,State Of North Carolina,Buncombe County Schools,18.0,19.8,20.0
ALL,382,46.3,59.7,110376,ALL,ALL,ALL,2017,Leicester Elementary,Asheville City School District,Buncombe,Leicester Elementary,State Of North Carolina,Buncombe County Schools,19.2,19.2,19.4
ALL,394,35.8,49.5,110376,ALL,ALL,ALL,2016,Leicester Elementary,Asheville City School District,Buncombe,Leicester Elementary,State Of North Carolina,Buncombe County Schools,19.6,18.6,19.2
ALL,375,42.1,56.5,110376,ALL,ALL,ALL,2015,Leicester Elementary,Asheville City School District,Buncombe,Leicester Elementary,State Of North Carolina,Buncombe County Schools,18.8,18.2,19.2
ALL,375,42.1,56.5,110376,ALL,ALL,ALL,2014,Leicester Elementary,Asheville City School District,Buncombe,,,,,,
ALL,375,42.1,56.5,110376,ALL,ALL,ALL,2013,Leicester Elementary,Asheville City School District,Buncombe,Leicester Elementary,State Of North Carolina,Buncombe County Schools,20.8,19.8,20.0
ALL,508,59.8,67.7,110379,ALL,ALL,ALL,2017,North Buncombe Elementary,Asheville City School District,Buncombe,North Buncombe Elementary,State Of North Carolina,Buncombe County Schools,20.2,19.2,19.4
ALL,565,48.5,56.8,110379,ALL,ALL,ALL,2016,North Buncombe Elementary,Asheville City School District,Buncombe,North Buncombe Elementary,State Of North Carolina,Buncombe County Schools,20.6,18.6,19.2
ALL,580,46.4,57.2,110379,ALL,ALL,ALL,2015,North Buncombe Elementary,Asheville City School District,Buncombe,North Buncombe Elementary,State Of North Carolina,Buncombe County Schools,20.2,18.2,19.2
ALL,580,46.4,57.2,110379,ALL,ALL,ALL,2014,North Buncombe Elementary,Asheville City School District,Buncombe,,,,,,
ALL,580,46.4,57.2,110379,ALL,ALL,ALL,2013,North Buncombe Elementary,Asheville City School District,Buncombe,North Buncombe Elementary,State Of North Carolina,Buncombe County Schools,20.8,19.8,20.0
ALL,839,60.8,68.5,110380,ALL,ALL,ALL,2017,North Buncombe High,Asheville City School District,Buncombe,North Buncombe High,State Of North Carolina,Buncombe County Schools,24.5,20.75,19.75
ALL,825,57.7,69.3,110380,ALL,ALL,ALL,2016,North Buncombe High,Asheville City School District,Buncombe,,,,,,
ALL,839,54.7,64.7,110380,ALL,ALL,ALL,2015,North Buncombe High,Asheville City School District,Buncombe,,,,,,
ALL,839,54.7,64.7,110380,ALL,ALL,ALL,2014,North Buncombe High,Asheville City School District,Buncombe,,,,,,
ALL,839,54.7,64.7,110380,ALL,ALL,ALL,2013,North Buncombe High,Asheville City School District,Buncombe,,,,,,
ALL,1396,56.7,64.3,110381,ALL,ALL,ALL,2017,North Buncombe Middle,Asheville City School District,Buncombe,North Buncombe Middle,State Of North Carolina,Buncombe County Schools,23.0,22.0,21.5
ALL,1533,58.0,64.6,110381,ALL,ALL,ALL,2016,North Buncombe Middle,Asheville City School District,Buncombe,North Buncombe Middle,State Of North Carolina,Buncombe County Schools,23.5,22.0,21.5
ALL,1636,60.2,68.3,110381,ALL,ALL,ALL,2015,North Buncombe Middle,Asheville City School District,Buncombe,North Buncombe Middle,State Of North Carolina,Buncombe County Schools,23.0,23.5,22.0
ALL,1636,60.2,68.3,110381,ALL,ALL,ALL,2014,North Buncombe Middle,Asheville City School District,Buncombe,,,,,,
ALL,1636,60.2,68.3,110381,ALL,ALL,ALL,2013,North Buncombe Middle,Asheville City School District,Buncombe,North Buncombe Middle,State Of North Carolina,Buncombe County Schools,23.0,23.5,21.5
ALL,1503,59.1,68.3,110382,ALL,ALL,ALL,2017,North Windy Ridge Intermediate,Asheville City School District,Buncombe,North Windy Ridge Intermediate,State Of North Carolina,Buncombe County Schools,25.5,23.5,21.5
ALL,1492,58.6,69.0,110382,ALL,ALL,ALL,2016,North Windy Ridge Intermediate,Asheville City School District,Buncombe,North Windy Ridge Intermediate,State Of North Carolina,Buncombe County Schools,25.0,22.5,21.0
ALL,1427,57.9,67.7,110382,ALL,ALL,ALL,2015,North Windy Ridge Intermediate,Asheville City School District,Buncombe,North Windy Ridge Intermediate,State Of North Carolina,Buncombe County Schools,24.5,21.5,21.0
ALL,1427,57.9,67.7,110382,ALL,ALL,ALL,2014,North Windy Ridge Intermediate,Asheville City School District,Buncombe,,,,,,
ALL,1427,57.9,67.7,110382,ALL,ALL,ALL,2013,North Windy Ridge Intermediate,Asheville City School District,Buncombe,North Windy Ridge Intermediate,State Of North Carolina,Buncombe County Schools,23.5,23.5,21.5
ALL,549,36.2,45.5,110384,ALL,ALL,ALL,2017,Oakley Elementary,Asheville City School District,Buncombe,Oakley Elementary,State Of North Carolina,Buncombe County Schools,19.5,20.0,19.666666666666668
ALL,558,34.4,44.3,110384,ALL,ALL,ALL,2016,Oakley Elementary,Asheville City School District,Buncombe,Oakley Elementary,State Of North Carolina,Buncombe County Schools,18.5,19.333333333333332,19.5
ALL,544,44.3,55.9,110384,ALL,ALL,ALL,2015,Oakley Elementary,Asheville City School District,Buncombe,Oakley Elementary,State Of North Carolina,Buncombe County Schools,19.333333333333332,18.666666666666668,19.333333333333332
ALL,544,44.3,55.9,110384,ALL,ALL,ALL,2014,Oakley Elementary,Asheville City School District,Buncombe,,,,,,
ALL,544,44.3,55.9,110384,ALL,ALL,ALL,2013,Oakley Elementary,Asheville City School District,Buncombe,Oakley Elementary,State Of North Carolina,Buncombe County Schools,19.666666666666668,20.333333333333332,20.166666666666668
ALL,142,64.8,81.0,110388,ALL,ALL,ALL,2017,Pisgah Elementary,Asheville City School District,Buncombe,Pisgah Elementary,State Of North Carolina,Buncombe County Schools,17.2,19.2,19.4
ALL,176,54.0,66.5,110388,ALL,ALL,ALL,2016,Pisgah Elementary,Asheville City School District,Buncombe,Pisgah Elementary,State Of North Carolina,Buncombe County Schools,19.0,19.333333333333332,19.5
ALL,302,66.9,77.5,110388,ALL,ALL,ALL,2015,Pisgah Elementary,Asheville City School District,Buncombe,Pisgah Elementary,State Of North Carolina,Buncombe County Schools,19.333333333333332,18.666666666666668,19.333333333333332
ALL,302,66.9,77.5,110388,ALL,ALL,ALL,2014,Pisgah Elementary,Asheville City School District,Buncombe,,,,,,
ALL,302,66.9,77.5,110388,ALL,ALL,ALL,2013,Pisgah Elementary,Asheville City School District,Buncombe,Pisgah Elementary,State Of North Carolina,Buncombe County Schools,19.833333333333332,20.333333333333332,20.166666666666668
ALL,1522,49.9,58.2,110401,ALL,ALL,ALL,2017,Enka Middle,Asheville City School District,Buncombe,Enka Middle,State Of North Carolina,Buncombe County Schools,19.0,22.0,21.5
ALL,1560,47.6,57.6,110401,ALL,ALL,ALL,2016,Enka Middle,Asheville City School District,Buncombe,Enka Middle,State Of North Carolina,Buncombe County Schools,24.333333333333332,22.0,21.333333333333332
ALL,2226,46.0,55.0,110401,ALL,ALL,ALL,2015,Enka Middle,Asheville City School District,Buncombe,Enka Middle,State Of North Carolina,Buncombe County Schools,24.333333333333332,23.0,22.0
ALL,2226,46.0,55.0,110401,ALL,ALL,ALL,2014,Enka Middle,Asheville City School District,Buncombe,,,,,,
ALL,2226,46.0,55.0,110401,ALL,ALL,ALL,2013,Enka Middle,Asheville City School District,Buncombe,Enka Middle,State Of North Carolina,Buncombe County Schools,25.666666666666668,23.666666666666668,21.666666666666668
ALL,457,47.9,59.5,110408,ALL,ALL,ALL,2017,Sand Hill-Venable Elem,Asheville City School District,Buncombe,Sand Hill-Venable Elem,State Of North Carolina,Buncombe County Schools,21.6,19.2,19.4
ALL,539,43.6,57.5,110408,ALL,ALL,ALL,2016,Sand Hill-Venable Elem,Asheville City School District,Buncombe,Sand Hill-Venable Elem,State Of North Carolina,Buncombe County Schools,21.5,19.333333333333332,19.5
ALL,834,47.5,58.0,110408,ALL,ALL,ALL,2015,Sand Hill-Venable Elem,Asheville City School District,Buncombe,Sand Hill-Venable Elem,State Of North Carolina,Buncombe County Schools,19.166666666666668,18.666666666666668,19.333333333333332
ALL,834,47.5,58.0,110408,ALL,ALL,ALL,2014,Sand Hill-Venable Elem,Asheville City School District,Buncombe,,,,,,
ALL,834,47.5,58.0,110408,ALL,ALL,ALL,2013,Sand Hill-Venable Elem,Asheville City School District,Buncombe,Sand Hill-Venable Elem,State Of North Carolina,Buncombe County Schools,21.166666666666668,20.333333333333332,20.166666666666668
ALL,504,49.4,58.5,110410,ALL,ALL,ALL,2017,Avery's Creek Elementary,Asheville City School District,Buncombe,Avery's Creek Elementary,State Of North Carolina,Buncombe County Schools,19.6,19.2,19.4
ALL,506,45.3,56.1,110410,ALL,ALL,ALL,2016,Avery's Creek Elementary,Asheville City School District,Buncombe,Avery's Creek Elementary,State Of North Carolina,Buncombe County Schools,18.6,18.6,19.2
ALL,474,48.9,58.2,110410,ALL,ALL,ALL,2015,Avery's Creek Elementary,Asheville City School District,Buncombe,Avery's Creek Elementary,State Of North Carolina,Buncombe County Schools,15.25,18.25,19.25
ALL,474,48.9,58.2,110410,ALL,ALL,ALL,2014,Avery's Creek Elementary,Asheville City School District,Buncombe,,,,,,
ALL,474,48.9,58.2,110410,ALL,ALL,ALL,2013,Avery's Creek Elementary,Asheville City School District,Buncombe,Avery's Creek Elementary,State Of North Carolina,Buncombe County Schools,21.6,19.8,20.0
ALL,529,45.6,57.1,110412,ALL,ALL,ALL,2017,Williams Elementary,Asheville City School District,Buncombe,Williams Elementary,State Of North Carolina,Buncombe County Schools,20.5,20.0,19.666666666666668
ALL,487,49.9,60.8,110412,ALL,ALL,ALL,2016,Williams Elementary,Asheville City School District,Buncombe,Williams Elementary,State Of North Carolina,Buncombe County Schools,20.5,19.333333333333332,19.5
ALL,486,48.6,61.7,110412,ALL,ALL,ALL,2015,Williams Elementary,Asheville City School District,Buncombe,Williams Elementary,State Of North Carolina,Buncombe County Schools,19.333333333333332,18.666666666666668,19.333333333333332
ALL,486,48.6,61.7,110412,ALL,ALL,ALL,2014,Williams Elementary,Asheville City School District,Buncombe,,,,,,
ALL,486,48.6,61.7,110412,ALL,ALL,ALL,2013,Williams Elementary,Asheville City School District,Buncombe,Williams Elementary,State Of North Carolina,Buncombe County Schools,19.333333333333332,20.333333333333332,20.166666666666668
ALL,1181,50.6,61.2,110416,ALL,ALL,ALL,2017,Roberson High,Asheville City School District,Buncombe,Roberson High,State Of North Carolina,Buncombe County Schools,21.75,20.75,19.75
ALL,1190,52.6,62.9,110416,ALL,ALL,ALL,2016,Roberson High,Asheville City School District,Buncombe,,,,,,
ALL,1065,59.8,68.0,110416,ALL,ALL,ALL,2015,Roberson High,Asheville City School District,Buncombe,,,,,,
ALL,1065,59.8,68.0,110416,ALL,ALL,ALL,2014,Roberson High,Asheville City School District,Buncombe,,,,,,
ALL,1065,59.8,68.0,110416,ALL,ALL,ALL,2013,Roberson High,Asheville City School District,Buncombe,,,,,,
ALL,1473,58.2,66.1,110420,ALL,ALL,ALL,2017,Valley Springs Middle,Asheville City School District,Buncombe,Valley Springs Middle,State Of North Carolina,Buncombe County Schools,24.0,22.0,21.5
ALL,1532,62.9,71.5,110420,ALL,ALL,ALL,2016,Valley Springs Middle,Asheville City School District,Buncombe,Valley Springs Middle,State Of North Carolina,Buncombe County Schools,23.0,22.0,21.5
ALL,1576,62.8,72.3,110420,ALL,ALL,ALL,2015,Valley Springs Middle,Asheville City School District,Buncombe,Valley Springs Middle,State Of North Carolina,Buncombe County Schools,24.0,23.5,22.0
ALL,1576,62.8,72.3,110420,ALL,ALL,ALL,2014,Valley Springs Middle,Asheville City School District,Buncombe,,,,,,
ALL,1576,62.8,72.3,110420,ALL,ALL,ALL,2013,Valley Springs Middle,Asheville City School District,Buncombe,Valley Springs Middle,State Of North Carolina,Buncombe County Schools,23.0,23.5,21.5
ALL,638,55.8,62.9,110422,ALL,ALL,ALL,2017,Estes Elementary,Asheville City School District,Buncombe,Estes Elementary,State Of North Carolina,Buncombe County Schools,21.4,19.2,19.4
ALL,642,58.3,68.4,110422,ALL,ALL,ALL,2016,Estes Elementary,Asheville City School District,Buncombe,Estes Elementary,State Of North Carolina,Buncombe County Schools,21.2,18.6,19.2
ALL,603,57.5,67.0,110422,ALL,ALL,ALL,2015,Estes Elementary,Asheville City School District,Buncombe,Estes Elementary,State Of North Carolina,Buncombe County Schools,20.8,18.2,19.2
ALL,603,57.5,67.0,110422,ALL,ALL,ALL,2014,Estes Elementary,Asheville City School District,Buncombe,,,,,,
ALL,603,57.5,67.0,110422,ALL,ALL,ALL,2013,Estes Elementary,Asheville City School District,Buncombe,Estes Elementary,State Of North Carolina,Buncombe County Schools,21.6,19.8,20.0
ALL,462,63.6,73.6,110428,ALL,ALL,ALL,2017,Weaverville Elementary,Asheville City School District,Buncombe,Weaverville Elementary,State Of North Carolina,Buncombe County Schools,20.666666666666668,19.666666666666668,19.666666666666668
ALL,490,60.4,71.4,110428,ALL,ALL,ALL,2016,Weaverville Elementary,Asheville City School District,Buncombe,Weaverville Elementary,State Of North Carolina,Buncombe County Schools,22.0,19.333333333333332,19.333333333333332
ALL,509,55.8,69.5,110428,ALL,ALL,ALL,2015,Weaverville Elementary,Asheville City School District,Buncombe,Weaverville Elementary,State Of North Carolina,Buncombe County Schools,22.0,18.666666666666668,19.333333333333332
ALL,509,55.8,69.5,110428,ALL,ALL,ALL,2014,Weaverville Elementary,Asheville City School District,Buncombe,,,,,,
ALL,509,55.8,69.5,110428,ALL,ALL,ALL,2013,Weaverville Elementary,Asheville City School District,Buncombe,Weaverville Elementary,State Of North Carolina,Buncombe County Schools,20.0,20.333333333333332,20.0
ALL,442,63.8,72.2,110436,ALL,ALL,ALL,2017,West Buncombe Elementary,Asheville City School District,Buncombe,West Buncombe Elementary,State Of North Carolina,Buncombe County Schools,19.2,19.2,19.4
ALL,486,55.6,70.8,110436,ALL,ALL,ALL,2016,West Buncombe Elementary,Asheville City School District,Buncombe,West Buncombe Elementary,State Of North Carolina,Buncombe County Schools,20.8,18.6,19.2
ALL,507,59.8,71.8,110436,ALL,ALL,ALL,2015,West Buncombe Elementary,Asheville City School District,Buncombe,West Buncombe Elementary,State Of North Carolina,Buncombe County Schools,20.0,18.2,19.2
ALL,507,59.8,71.8,110436,ALL,ALL,ALL,2014,West Buncombe Elementary,Asheville City School District,Buncombe,,,,,,
ALL,507,59.8,71.8,110436,ALL,ALL,ALL,2013,West Buncombe Elementary,Asheville City School District,Buncombe,West Buncombe Elementary,State Of North Carolina,Buncombe County Schools,21.2,19.8,20.0
ALL,124,33.1,43.5,110444,ALL,ALL,ALL,2017,Woodfin Elementary,Asheville City School District,Buncombe,Woodfin Elementary,State Of North Carolina,Buncombe County Schools,11.0,19.333333333333332,19.666666666666668
ALL,127,33.1,45.7,110444,ALL,ALL,ALL,2016,Woodfin Elementary,Asheville City School District,Buncombe,Woodfin Elementary,State Of North Carolina,Buncombe County Schools,14.0,19.333333333333332,19.333333333333332
ALL,126,43.7,59.5,110444,ALL,ALL,ALL,2015,Woodfin Elementary,Asheville City School District,Buncombe,Woodfin Elementary,State Of North Carolina,Buncombe County Schools,11.0,17.666666666666668,19.0
ALL,126,43.7,59.5,110444,ALL,ALL,ALL,2014,Woodfin Elementary,Asheville City School District,Buncombe,,,,,,
ALL,126,43.7,59.5,110444,ALL,ALL,ALL,2013,Woodfin Elementary,Asheville City School District,Buncombe,Woodfin Elementary,State Of North Carolina,Buncombe County Schools,14.8,19.8,20.0
ALL,1848,53.6,62.1,110450,ALL,ALL,ALL,2017,Koontz Intermediate,Asheville City School District,Buncombe,Koontz Intermediate,State Of North Carolina,Buncombe County Schools,27.5,23.5,21.5
ALL,1771,53.5,63.4,110450,ALL,ALL,ALL,2016,Koontz Intermediate,Asheville City School District,Buncombe,Koontz Intermediate,State Of North Carolina,Buncombe County Schools,26.0,22.5,21.0
ALL,1720,57.2,65.6,110450,ALL,ALL,ALL,2015,Koontz Intermediate,Asheville City School District,Buncombe,Koontz Intermediate,State Of North Carolina,Buncombe County Schools,25.0,21.5,21.0
ALL,1720,57.2,65.6,110450,ALL,ALL,ALL,2014,Koontz Intermediate,Asheville City School District,Buncombe,,,,,,
ALL,1720,57.2,65.6,110450,ALL,ALL,ALL,2013,Koontz Intermediate,Asheville City School District,Buncombe,Koontz Intermediate,State Of North Carolina,Buncombe County Schools,25.0,23.5,21.5
