grade,num_tested,pct_ccr,pct_glp,school_code,subgroup,subject,type,year,school_name,district_name,County name,School_Name,State_Name,Lea_Name,size,lea_size,st_size
ALL,993,74.1,83.4,490390,ALL,ALL,ALL,2017,Woodland Heights Elementary,Iredell-Statesville School District,Iredell,Woodland Heights Elementary,State Of North Carolina,Iredell-Statesville Schools,22.333333333333332,19.666666666666668,19.666666666666668
ALL,1050,77.2,86.8,490390,ALL,ALL,ALL,2016,Woodland Heights Elementary,Iredell-Statesville School District,Iredell,Woodland Heights Elementary,State Of North Carolina,Iredell-Statesville Schools,23.333333333333332,20.333333333333332,19.5
ALL,1068,74.9,83.7,490390,ALL,ALL,ALL,2015,Woodland Heights Elementary,Iredell-Statesville School District,Iredell,Woodland Heights Elementary,State Of North Carolina,Iredell-Statesville Schools,21.833333333333332,20.333333333333332,19.333333333333332
ALL,1068,74.9,83.7,490390,ALL,ALL,ALL,2014,Woodland Heights Elementary,Iredell-Statesville School District,Iredell,,,,,,
ALL,1068,74.9,83.7,490390,ALL,ALL,ALL,2013,Woodland Heights Elementary,Iredell-Statesville School District,Iredell,Woodland Heights Elementary,State Of North Carolina,Iredell-Statesville Schools,18.333333333333332,19.0,20.166666666666668
ALL,1671,61.9,73.0,491303,ALL,ALL,ALL,2017,East Mooresville Intermediate,Mooresville Graded School District,Iredell,East Mooresville Intermediate,State Of North Carolina,Mooresville City Schools,26.0,24.666666666666668,21.333333333333332
ALL,1597,62.7,72.8,491303,ALL,ALL,ALL,2016,East Mooresville Intermediate,Mooresville Graded School District,Iredell,East Mooresville Intermediate,State Of North Carolina,Mooresville City Schools,23.666666666666668,22.666666666666668,20.666666666666668
ALL,1454,64.8,72.7,491303,ALL,ALL,ALL,2015,East Mooresville Intermediate,Mooresville Graded School District,Iredell,East Mooresville Intermediate,State Of North Carolina,Mooresville City Schools,21.0,20.333333333333332,20.666666666666668
ALL,1454,64.8,72.7,491303,ALL,ALL,ALL,2014,East Mooresville Intermediate,Mooresville Graded School District,Iredell,,,,,,
ALL,1454,64.8,72.7,491303,ALL,ALL,ALL,2013,East Mooresville Intermediate,Mooresville Graded School District,Iredell,East Mooresville Intermediate,State Of North Carolina,Mooresville City Schools,22.333333333333332,21.333333333333332,21.333333333333332
ALL,1778,55.7,65.9,491306,ALL,ALL,ALL,2017,Mooresville Intermediate,Mooresville Graded School District,Iredell,Mooresville Intermediate,State Of North Carolina,Mooresville City Schools,23.333333333333332,24.666666666666668,21.333333333333332
ALL,1786,60.4,69.3,491306,ALL,ALL,ALL,2016,Mooresville Intermediate,Mooresville Graded School District,Iredell,Mooresville Intermediate,State Of North Carolina,Mooresville City Schools,21.333333333333332,22.666666666666668,20.666666666666668
ALL,1808,63.8,72.3,491306,ALL,ALL,ALL,2015,Mooresville Intermediate,Mooresville Graded School District,Iredell,Mooresville Intermediate,State Of North Carolina,Mooresville City Schools,19.333333333333332,20.333333333333332,20.666666666666668
ALL,1808,63.8,72.3,491306,ALL,ALL,ALL,2014,Mooresville Intermediate,Mooresville Graded School District,Iredell,,,,,,
ALL,1808,63.8,72.3,491306,ALL,ALL,ALL,2013,Mooresville Intermediate,Mooresville Graded School District,Iredell,Mooresville Intermediate,State Of North Carolina,Mooresville City Schools,20.333333333333332,21.333333333333332,21.333333333333332
ALL,2343,60.4,68.8,491308,ALL,ALL,ALL,2017,Mooresville Middle,Mooresville Graded School District,Iredell,Mooresville Middle,State Of North Carolina,Mooresville City Schools,21.0,21.0,21.5
ALL,2537,59.1,66.5,491308,ALL,ALL,ALL,2016,Mooresville Middle,Mooresville Graded School District,Iredell,Mooresville Middle,State Of North Carolina,Mooresville City Schools,26.5,26.5,21.5
ALL,2508,57.2,65.1,491308,ALL,ALL,ALL,2015,Mooresville Middle,Mooresville Graded School District,Iredell,Mooresville Middle,State Of North Carolina,Mooresville City Schools,25.0,25.0,22.0
ALL,2508,57.2,65.1,491308,ALL,ALL,ALL,2014,Mooresville Middle,Mooresville Graded School District,Iredell,,,,,,
ALL,2508,57.2,65.1,491308,ALL,ALL,ALL,2013,Mooresville Middle,Mooresville Graded School District,Iredell,Mooresville Middle,State Of North Carolina,Mooresville City Schools,24.5,24.5,21.5
ALL,1379,59.1,69.8,491312,ALL,ALL,ALL,2017,Mooresville Senior High,Mooresville Graded School District,Iredell,Mooresville High School,State Of North Carolina,Mooresville City Schools,22.75,22.75,19.75
ALL,1454,64.2,72.1,491312,ALL,ALL,ALL,2016,Mooresville Senior High,Mooresville Graded School District,Iredell,,,,,,
ALL,1448,60.4,69.7,491312,ALL,ALL,ALL,2015,Mooresville Senior High,Mooresville Graded School District,Iredell,,,,,,
ALL,1448,60.4,69.7,491312,ALL,ALL,ALL,2014,Mooresville Senior High,Mooresville Graded School District,Iredell,,,,,,
ALL,1448,60.4,69.7,491312,ALL,ALL,ALL,2013,Mooresville Senior High,Mooresville Graded School District,Iredell,,,,,,
ALL,328,64.9,77.1,491316,ALL,ALL,ALL,2017,Park View Elementary,Mooresville Graded School District,Iredell,Park View Elementary,State Of North Carolina,Mooresville City Schools,18.75,19.75,19.0
ALL,316,59.5,71.8,491316,ALL,ALL,ALL,2016,Park View Elementary,Mooresville Graded School District,Iredell,Park View Elementary,State Of North Carolina,Mooresville City Schools,19.75,20.25,19.0
ALL,382,63.6,74.3,491316,ALL,ALL,ALL,2015,Park View Elementary,Mooresville Graded School District,Iredell,Park View Elementary,State Of North Carolina,Mooresville City Schools,21.5,20.0,19.0
ALL,382,63.6,74.3,491316,ALL,ALL,ALL,2014,Park View Elementary,Mooresville Graded School District,Iredell,,,,,,
ALL,382,63.6,74.3,491316,ALL,ALL,ALL,2013,Park View Elementary,Mooresville Graded School District,Iredell,Park View Elementary,State Of North Carolina,Mooresville City Schools,22.25,21.5,19.75
ALL,364,67.3,80.8,491318,ALL,ALL,ALL,2017,Rocky River Elementary,Mooresville Graded School District,Iredell,"Rocky River Elementary, Mooresville",State Of North Carolina,Mooresville City Schools,21.0,19.75,19.0
ALL,280,77.1,86.1,491318,ALL,ALL,ALL,2016,Rocky River Elementary,Mooresville Graded School District,Iredell,"Rocky River Elementary, Mooresville",State Of North Carolina,Mooresville City Schools,21.25,20.25,19.0
ALL,371,60.4,71.4,491318,ALL,ALL,ALL,2015,Rocky River Elementary,Mooresville Graded School District,Iredell,"Rocky River Elementary, Mooresville",State Of North Carolina,Mooresville City Schools,18.5,20.0,19.0
ALL,371,60.4,71.4,491318,ALL,ALL,ALL,2014,Rocky River Elementary,Mooresville Graded School District,Iredell,,,,,,
ALL,371,60.4,71.4,491318,ALL,ALL,ALL,2013,Rocky River Elementary,Mooresville Graded School District,Iredell,"Rocky River Elementary, Mooresville",State Of North Carolina,Mooresville City Schools,21.25,21.5,19.75
ALL,242,66.1,76.4,491320,ALL,ALL,ALL,2017,South Elementary,Mooresville Graded School District,Iredell,"South Elementary, Mooresville",State Of North Carolina,Mooresville City Schools,20.5,19.75,19.0
ALL,254,53.5,65.4,491320,ALL,ALL,ALL,2016,South Elementary,Mooresville Graded School District,Iredell,"South Elementary, Mooresville",State Of North Carolina,Mooresville City Schools,20.0,20.25,19.0
ALL,270,67.8,78.9,491320,ALL,ALL,ALL,2015,South Elementary,Mooresville Graded School District,Iredell,"South Elementary, Mooresville",State Of North Carolina,Mooresville City Schools,20.25,20.0,19.0
ALL,270,67.8,78.9,491320,ALL,ALL,ALL,2014,South Elementary,Mooresville Graded School District,Iredell,,,,,,
ALL,270,67.8,78.9,491320,ALL,ALL,ALL,2013,South Elementary,Mooresville Graded School District,Iredell,"South Elementary, Mooresville",State Of North Carolina,Mooresville City Schools,21.25,21.5,19.75
ALL,813,54.0,64.9,49B000,ALL,ALL,ALL,2017,American Renaissance School,Iredell-Statesville School District,Iredell,American Renaissance School,State Of North Carolina,Charter and Non-District Affiliated Schools,21.333333333333332,,20.333333333333332
ALL,859,51.7,61.0,49B000,ALL,ALL,ALL,2016,American Renaissance School,Iredell-Statesville School District,Iredell,American Renaissance School,State Of North Carolina,Charter and Non-District Affiliated Schools,20.333333333333332,,20.11111111111111
ALL,844,55.0,66.2,49B000,ALL,ALL,ALL,2015,American Renaissance School,Iredell-Statesville School District,Iredell,American Renaissance School,State Of North Carolina,Charter and Non-District Affiliated Schools,23.0,,20.375
ALL,844,55.0,66.2,49B000,ALL,ALL,ALL,2014,American Renaissance School,Iredell-Statesville School District,Iredell,,,,,,
ALL,844,55.0,66.2,49B000,ALL,ALL,ALL,2013,American Renaissance School,Iredell-Statesville School District,Iredell,American Renaissance School,State Of North Carolina,Charter and Non-District Affiliated Schools,18.77777777777778,,20.666666666666668
ALL,140,27.1,40.0,49D000,ALL,ALL,ALL,2017,Success Institute Charter,Iredell-Statesville School District,Iredell,Success Institute Charter,State Of North Carolina,Charter and Non-District Affiliated Schools,12.0,,20.4
ALL,127,20.5,32.3,49D000,ALL,ALL,ALL,2016,Success Institute Charter,Iredell-Statesville School District,Iredell,Success Institute Charter,State Of North Carolina,Charter and Non-District Affiliated Schools,11.8,,19.6
ALL,137,18.2,38.7,49D000,ALL,ALL,ALL,2015,Success Institute Charter,Iredell-Statesville School District,Iredell,Success Institute Charter,State Of North Carolina,Charter and Non-District Affiliated Schools,12.5,,19.75
ALL,137,18.2,38.7,49D000,ALL,ALL,ALL,2014,Success Institute Charter,Iredell-Statesville School District,Iredell,,,,,,
ALL,137,18.2,38.7,49D000,ALL,ALL,ALL,2013,Success Institute Charter,Iredell-Statesville School District,Iredell,Success Institute Charter,State Of North Carolina,Charter and Non-District Affiliated Schools,22.0,,20.8
ALL,2436,77.3,83.9,49E000,ALL,ALL,ALL,2017,Pine Lake Preparatory,Iredell-Statesville School District,Iredell,Pine Lake Preparatory,State Of North Carolina,Charter and Non-District Affiliated Schools,21.09090909090909,,20.181818181818183
ALL,2513,76.0,84.6,49E000,ALL,ALL,ALL,2016,Pine Lake Preparatory,Iredell-Statesville School District,Iredell,Pine Lake Preparatory,State Of North Carolina,Charter and Non-District Affiliated Schools,23.555555555555557,,20.11111111111111
ALL,2330,77.0,84.6,49E000,ALL,ALL,ALL,2015,Pine Lake Preparatory,Iredell-Statesville School District,Iredell,Pine Lake Preparatory,State Of North Carolina,Charter and Non-District Affiliated Schools,24.625,,20.375
ALL,2330,77.0,84.6,49E000,ALL,ALL,ALL,2014,Pine Lake Preparatory,Iredell-Statesville School District,Iredell,,,,,,
ALL,2330,77.0,84.6,49E000,ALL,ALL,ALL,2013,Pine Lake Preparatory,Iredell-Statesville School District,Iredell,Pine Lake Preparatory,State Of North Carolina,Charter and Non-District Affiliated Schools,23.555555555555557,,20.666666666666668
ALL,184,33.7,45.7,500302,ALL,ALL,ALL,2017,Blue Ridge Early College,Jackson County School District,Jackson,Blue Ridge Early College,State Of North Carolina,Jackson County Schools,13.833333333333334,16.5,20.333333333333332
ALL,222,39.2,50.9,500302,ALL,ALL,ALL,2016,Blue Ridge Early College,Jackson County School District,Jackson,Blue Ridge Early College,State Of North Carolina,Jackson County Schools,21.0,18.0,21.5
ALL,254,29.5,46.5,500302,ALL,ALL,ALL,2015,Blue Ridge Early College,Jackson County School District,Jackson,Blue Ridge Early College,State Of North Carolina,Jackson County Schools,21.0,19.5,22.0
ALL,254,29.5,46.5,500302,ALL,ALL,ALL,2014,Blue Ridge Early College,Jackson County School District,Jackson,,,,,,
ALL,254,29.5,46.5,500302,ALL,ALL,ALL,2013,Blue Ridge Early College,Jackson County School District,Jackson,Blue Ridge Early College,State Of North Carolina,Jackson County Schools,18.5,18.5,21.5
ALL,865,46.1,57.6,500304,ALL,ALL,ALL,2017,Cullowhee Valley School,Jackson County School District,Jackson,Cullowhee Valley School,State Of North Carolina,Jackson County Schools,19.22222222222222,19.444444444444443,20.333333333333332
ALL,859,46.2,54.8,500304,ALL,ALL,ALL,2016,Cullowhee Valley School,Jackson County School District,Jackson,Cullowhee Valley School,State Of North Carolina,Jackson County Schools,17.666666666666668,18.333333333333332,20.11111111111111
ALL,864,47.9,57.4,500304,ALL,ALL,ALL,2015,Cullowhee Valley School,Jackson County School District,Jackson,Cullowhee Valley School,State Of North Carolina,Jackson County Schools,16.88888888888889,18.333333333333332,20.22222222222222
ALL,864,47.9,57.4,500304,ALL,ALL,ALL,2014,Cullowhee Valley School,Jackson County School District,Jackson,,,,,,
ALL,864,47.9,57.4,500304,ALL,ALL,ALL,2013,Cullowhee Valley School,Jackson County School District,Jackson,Cullowhee Valley School,State Of North Carolina,Jackson County Schools,17.88888888888889,18.77777777777778,20.666666666666668
ALL,1214,47.4,57.6,500314,ALL,ALL,ALL,2017,Fairview Elementary,Jackson County School District,Jackson,"Fairview Elementary, Sylva",State Of North Carolina,Jackson County Schools,21.0,19.444444444444443,20.333333333333332
ALL,1315,48.1,59.2,500314,ALL,ALL,ALL,2016,Fairview Elementary,Jackson County School District,Jackson,"Fairview Elementary, Sylva",State Of North Carolina,Jackson County Schools,21.666666666666668,18.333333333333332,20.11111111111111
ALL,1246,50.1,60.2,500314,ALL,ALL,ALL,2015,Fairview Elementary,Jackson County School District,Jackson,"Fairview Elementary, Sylva",State Of North Carolina,Jackson County Schools,21.666666666666668,18.333333333333332,20.22222222222222
ALL,1246,50.1,60.2,500314,ALL,ALL,ALL,2014,Fairview Elementary,Jackson County School District,Jackson,,,,,,
ALL,1246,50.1,60.2,500314,ALL,ALL,ALL,2013,Fairview Elementary,Jackson County School District,Jackson,"Fairview Elementary, Sylva",State Of North Carolina,Jackson County Schools,20.444444444444443,18.77777777777778,20.666666666666668
ALL,245,44.5,57.1,500316,ALL,ALL,ALL,2017,Blue Ridge School,Jackson County School District,Jackson,Blue Ridge School,State Of North Carolina,Jackson County Schools,19.857142857142858,20.428571428571427,20.0
ALL,234,45.3,54.3,500316,ALL,ALL,ALL,2016,Blue Ridge School,Jackson County School District,Jackson,Blue Ridge School,State Of North Carolina,Jackson County Schools,14.142857142857142,18.428571428571427,19.714285714285715
ALL,206,29.1,44.7,500316,ALL,ALL,ALL,2015,Blue Ridge School,Jackson County School District,Jackson,Blue Ridge School,State Of North Carolina,Jackson County Schools,16.428571428571427,18.0,19.714285714285715
ALL,206,29.1,44.7,500316,ALL,ALL,ALL,2014,Blue Ridge School,Jackson County School District,Jackson,,,,,,
ALL,206,29.1,44.7,500316,ALL,ALL,ALL,2013,Blue Ridge School,Jackson County School District,Jackson,Blue Ridge School,State Of North Carolina,Jackson County Schools,17.857142857142858,18.857142857142858,20.428571428571427
ALL,71,81.7,88.7,500323,ALL,ALL,ALL,2017,Jackson Co Early College,Jackson County School District,Jackson,Jackson Co Early College,State Of North Carolina,Jackson County Schools,15.0,15.0,20.0
ALL,90,80.0,87.8,500323,ALL,ALL,ALL,2016,Jackson Co Early College,Jackson County School District,Jackson,,,,,,
ALL,88,63.6,73.9,500323,ALL,ALL,ALL,2015,Jackson Co Early College,Jackson County School District,Jackson,,,,,,
ALL,88,63.6,73.9,500323,ALL,ALL,ALL,2014,Jackson Co Early College,Jackson County School District,Jackson,,,,,,
ALL,88,63.6,73.9,500323,ALL,ALL,ALL,2013,Jackson Co Early College,Jackson County School District,Jackson,,,,,,
ALL,147,8.8,13.6,500324,ALL,ALL,ALL,2017,Jackson Co Sch of Alternatives,Jackson County School District,Jackson,Jackson Co Sch of Alternatives,State Of North Carolina,Jackson County Schools,10.5,15.0,19.5
ALL,161,13.0,18.0,500324,ALL,ALL,ALL,2016,Jackson Co Sch of Alternatives,Jackson County School District,Jackson,,,,,,
ALL,150,12.7,16.7,500324,ALL,ALL,ALL,2015,Jackson Co Sch of Alternatives,Jackson County School District,Jackson,,,,,,
ALL,150,12.7,16.7,500324,ALL,ALL,ALL,2014,Jackson Co Sch of Alternatives,Jackson County School District,Jackson,,,,,,
ALL,150,12.7,16.7,500324,ALL,ALL,ALL,2013,Jackson Co Sch of Alternatives,Jackson County School District,Jackson,,,,,,
ALL,662,40.8,51.5,500332,ALL,ALL,ALL,2017,Scotts Creek Elementary,Jackson County School District,Jackson,Scotts Creek Elementary,State Of North Carolina,Jackson County Schools,20.22222222222222,19.444444444444443,20.333333333333332
ALL,669,42.2,52.5,500332,ALL,ALL,ALL,2016,Scotts Creek Elementary,Jackson County School District,Jackson,Scotts Creek Elementary,State Of North Carolina,Jackson County Schools,20.0,18.333333333333332,20.11111111111111
ALL,745,45.1,55.0,500332,ALL,ALL,ALL,2015,Scotts Creek Elementary,Jackson County School District,Jackson,Scotts Creek Elementary,State Of North Carolina,Jackson County Schools,21.0,18.333333333333332,20.22222222222222
ALL,745,45.1,55.0,500332,ALL,ALL,ALL,2014,Scotts Creek Elementary,Jackson County School District,Jackson,,,,,,
ALL,745,45.1,55.0,500332,ALL,ALL,ALL,2013,Scotts Creek Elementary,Jackson County School District,Jackson,Scotts Creek Elementary,State Of North Carolina,Jackson County Schools,20.77777777777778,18.77777777777778,20.666666666666668
ALL,518,31.1,38.0,500337,ALL,ALL,ALL,2017,Smokey Mountain Elementary,Jackson County School District,Jackson,Smokey Mountain Elementary,State Of North Carolina,Jackson County Schools,18.444444444444443,19.444444444444443,20.333333333333332
ALL,552,31.7,42.9,500337,ALL,ALL,ALL,2016,Smokey Mountain Elementary,Jackson County School District,Jackson,Smokey Mountain Elementary,State Of North Carolina,Jackson County Schools,17.555555555555557,18.333333333333332,20.11111111111111
ALL,608,34.7,45.2,500337,ALL,ALL,ALL,2015,Smokey Mountain Elementary,Jackson County School District,Jackson,Smokey Mountain Elementary,State Of North Carolina,Jackson County Schools,15.555555555555555,18.333333333333332,20.22222222222222
ALL,608,34.7,45.2,500337,ALL,ALL,ALL,2014,Smokey Mountain Elementary,Jackson County School District,Jackson,,,,,,
ALL,608,34.7,45.2,500337,ALL,ALL,ALL,2013,Smokey Mountain Elementary,Jackson County School District,Jackson,Smokey Mountain Elementary,State Of North Carolina,Jackson County Schools,16.22222222222222,18.77777777777778,20.666666666666668
ALL,699,54.1,66.0,500340,ALL,ALL,ALL,2017,Smoky Mountain High,Jackson County School District,Jackson,Smoky Mountain High,State Of North Carolina,Jackson County Schools,21.0,16.75,19.75
ALL,678,51.5,60.8,500340,ALL,ALL,ALL,2016,Smoky Mountain High,Jackson County School District,Jackson,,,,,,
ALL,693,47.9,58.2,500340,ALL,ALL,ALL,2015,Smoky Mountain High,Jackson County School District,Jackson,,,,,,
ALL,693,47.9,58.2,500340,ALL,ALL,ALL,2014,Smoky Mountain High,Jackson County School District,Jackson,,,,,,
ALL,693,47.9,58.2,500340,ALL,ALL,ALL,2013,Smoky Mountain High,Jackson County School District,Jackson,,,,,,
ALL,355,51.3,64.2,50A000,ALL,ALL,ALL,2017,Summit Charter,Jackson County School District,Jackson,Summit Charter,State Of North Carolina,Charter and Non-District Affiliated Schools,22.666666666666668,,20.333333333333332
ALL,372,47.6,58.6,50A000,ALL,ALL,ALL,2016,Summit Charter,Jackson County School District,Jackson,Summit Charter,State Of North Carolina,Charter and Non-District Affiliated Schools,22.125,,20.0
ALL,325,51.4,63.1,50A000,ALL,ALL,ALL,2015,Summit Charter,Jackson County School District,Jackson,Summit Charter,State Of North Carolina,Charter and Non-District Affiliated Schools,20.857142857142858,,20.142857142857142
ALL,325,51.4,63.1,50A000,ALL,ALL,ALL,2014,Summit Charter,Jackson County School District,Jackson,,,,,,
ALL,325,51.4,63.1,50A000,ALL,ALL,ALL,2013,Summit Charter,Jackson County School District,Jackson,Summit Charter,State Of North Carolina,Charter and Non-District Affiliated Schools,20.333333333333332,,20.666666666666668
ALL,498,25.7,35.1,510308,ALL,ALL,ALL,2017,Benson Elementary,Johnston County School District,Johnston,Benson Elementary,State Of North Carolina,Johnston County Schools,18.6,19.2,19.4
ALL,512,32.6,46.9,510308,ALL,ALL,ALL,2016,Benson Elementary,Johnston County School District,Johnston,Benson Elementary,State Of North Carolina,Johnston County Schools,18.0,19.2,19.2
ALL,500,37.2,52.6,510308,ALL,ALL,ALL,2015,Benson Elementary,Johnston County School District,Johnston,Benson Elementary,State Of North Carolina,Johnston County Schools,19.2,19.2,19.2
ALL,500,37.2,52.6,510308,ALL,ALL,ALL,2014,Benson Elementary,Johnston County School District,Johnston,,,,,,
ALL,500,37.2,52.6,510308,ALL,ALL,ALL,2013,Benson Elementary,Johnston County School District,Johnston,Benson Elementary,State Of North Carolina,Johnston County Schools,18.2,18.6,20.0
ALL,1273,31.1,39.4,510310,ALL,ALL,ALL,2017,Benson Middle,Johnston County School District,Johnston,Benson Middle,State Of North Carolina,Johnston County Schools,27.0,23.25,21.5
ALL,1206,37.5,46.7,510310,ALL,ALL,ALL,2016,Benson Middle,Johnston County School District,Johnston,Benson Middle,State Of North Carolina,Johnston County Schools,25.25,22.25,21.25
ALL,1112,39.7,50.9,510310,ALL,ALL,ALL,2015,Benson Middle,Johnston County School District,Johnston,Benson Middle,State Of North Carolina,Johnston County Schools,26.25,23.5,21.5
ALL,1112,39.7,50.9,510310,ALL,ALL,ALL,2014,Benson Middle,Johnston County School District,Johnston,,,,,,
ALL,1112,39.7,50.9,510310,ALL,ALL,ALL,2013,Benson Middle,Johnston County School District,Johnston,Benson Middle,State Of North Carolina,Johnston County Schools,19.25,21.5,21.5
ALL,1400,45.6,54.3,510324,ALL,ALL,ALL,2017,Clayton High,Johnston County School District,Johnston,Clayton High,State Of North Carolina,Johnston County Schools,24.5,22.75,19.75
ALL,856,57.8,67.4,510324,ALL,ALL,ALL,2016,Clayton High,Johnston County School District,Johnston,,,,,,
ALL,1274,49.1,59.6,510324,ALL,ALL,ALL,2015,Clayton High,Johnston County School District,Johnston,,,,,,
ALL,1274,49.1,59.6,510324,ALL,ALL,ALL,2014,Clayton High,Johnston County School District,Johnston,,,,,,
ALL,1274,49.1,59.6,510324,ALL,ALL,ALL,2013,Clayton High,Johnston County School District,Johnston,,,,,,
ALL,1149,39.9,50.1,510326,ALL,ALL,ALL,2017,West Clayton Elementary,Johnston County School District,Johnston,West Clayton Elementary,State Of North Carolina,Johnston County Schools,19.166666666666668,19.5,19.666666666666668
ALL,1105,51.3,62.8,510326,ALL,ALL,ALL,2016,West Clayton Elementary,Johnston County School District,Johnston,West Clayton Elementary,State Of North Carolina,Johnston County Schools,19.166666666666668,19.166666666666668,19.5
ALL,1052,51.2,62.6,510326,ALL,ALL,ALL,2015,West Clayton Elementary,Johnston County School District,Johnston,West Clayton Elementary,State Of North Carolina,Johnston County Schools,20.666666666666668,19.5,19.333333333333332
ALL,1052,51.2,62.6,510326,ALL,ALL,ALL,2014,West Clayton Elementary,Johnston County School District,Johnston,,,,,,
ALL,1052,51.2,62.6,510326,ALL,ALL,ALL,2013,West Clayton Elementary,Johnston County School District,Johnston,West Clayton Elementary,State Of North Carolina,Johnston County Schools,19.166666666666668,18.833333333333332,20.166666666666668
ALL,1295,50.3,59.4,510327,ALL,ALL,ALL,2017,Cleveland High,Johnston County School District,Johnston,Cleveland High,State Of North Carolina,Johnston County Schools,27.5,22.75,19.75
ALL,1193,60.2,72.1,510327,ALL,ALL,ALL,2016,Cleveland High,Johnston County School District,Johnston,,,,,,
ALL,1384,54.6,64.8,510327,ALL,ALL,ALL,2015,Cleveland High,Johnston County School District,Johnston,,,,,,
ALL,1384,54.6,64.8,510327,ALL,ALL,ALL,2014,Cleveland High,Johnston County School District,Johnston,,,,,,
ALL,1384,54.6,64.8,510327,ALL,ALL,ALL,2013,Cleveland High,Johnston County School District,Johnston,,,,,,
ALL,963,68.3,77.6,510328,ALL,ALL,ALL,2017,Cleveland Elementary,Johnston County School District,Johnston,"Cleveland Elementary, Clayton",State Of North Carolina,Johnston County Schools,21.0,19.5,19.666666666666668
ALL,967,67.0,75.5,510328,ALL,ALL,ALL,2016,Cleveland Elementary,Johnston County School District,Johnston,"Cleveland Elementary, Clayton",State Of North Carolina,Johnston County Schools,20.833333333333332,19.166666666666668,19.5
ALL,1023,71.7,78.9,510328,ALL,ALL,ALL,2015,Cleveland Elementary,Johnston County School District,Johnston,"Cleveland Elementary, Clayton",State Of North Carolina,Johnston County Schools,20.833333333333332,19.5,19.333333333333332
ALL,1023,71.7,78.9,510328,ALL,ALL,ALL,2014,Cleveland Elementary,Johnston County School District,Johnston,,,,,,
ALL,1023,71.7,78.9,510328,ALL,ALL,ALL,2013,Cleveland Elementary,Johnston County School District,Johnston,"Cleveland Elementary, Clayton",State Of North Carolina,Johnston County Schools,19.333333333333332,18.833333333333332,20.166666666666668
ALL,2374,57.8,66.6,510329,ALL,ALL,ALL,2017,Cleveland Middle,Johnston County School District,Johnston,Cleveland Middle,State Of North Carolina,Johnston County Schools,25.333333333333332,24.0,21.666666666666668
ALL,2933,65.0,73.1,510329,ALL,ALL,ALL,2016,Cleveland Middle,Johnston County School District,Johnston,Cleveland Middle,State Of North Carolina,Johnston County Schools,24.333333333333332,23.333333333333332,21.333333333333332
ALL,2848,66.5,75.4,510329,ALL,ALL,ALL,2015,Cleveland Middle,Johnston County School District,Johnston,Cleveland Middle,State Of North Carolina,Johnston County Schools,25.333333333333332,24.333333333333332,22.0
ALL,2848,66.5,75.4,510329,ALL,ALL,ALL,2014,Cleveland Middle,Johnston County School District,Johnston,,,,,,
ALL,2848,66.5,75.4,510329,ALL,ALL,ALL,2013,Cleveland Middle,Johnston County School District,Johnston,Cleveland Middle,State Of North Carolina,Johnston County Schools,23.0,22.0,21.666666666666668
ALL,734,25.9,34.1,510330,ALL,ALL,ALL,2017,Cooper Elementary,Johnston County School District,Johnston,Cooper Elementary,State Of North Carolina,Johnston County Schools,19.833333333333332,19.5,19.666666666666668
ALL,684,31.9,41.2,510330,ALL,ALL,ALL,2016,Cooper Elementary,Johnston County School District,Johnston,Cooper Elementary,State Of North Carolina,Johnston County Schools,17.5,19.166666666666668,19.5
ALL,725,31.3,42.2,510330,ALL,ALL,ALL,2015,Cooper Elementary,Johnston County School District,Johnston,Cooper Elementary,State Of North Carolina,Johnston County Schools,18.333333333333332,19.5,19.333333333333332
ALL,725,31.3,42.2,510330,ALL,ALL,ALL,2014,Cooper Elementary,Johnston County School District,Johnston,,,,,,
ALL,725,31.3,42.2,510330,ALL,ALL,ALL,2013,Cooper Elementary,Johnston County School District,Johnston,Cooper Elementary,State Of North Carolina,Johnston County Schools,19.5,18.833333333333332,20.166666666666668
ALL,766,36.0,47.5,510332,ALL,ALL,ALL,2017,Corinth-Holders Elementary,Johnston County School District,Johnston,Corinth-Holders Elementary,State Of North Carolina,Johnston County Schools,19.833333333333332,19.5,19.666666666666668
ALL,769,47.9,60.6,510332,ALL,ALL,ALL,2016,Corinth-Holders Elementary,Johnston County School District,Johnston,Corinth-Holders Elementary,State Of North Carolina,Johnston County Schools,19.666666666666668,19.166666666666668,19.5
ALL,708,53.1,61.4,510332,ALL,ALL,ALL,2015,Corinth-Holders Elementary,Johnston County School District,Johnston,Corinth-Holders Elementary,State Of North Carolina,Johnston County Schools,18.833333333333332,19.5,19.333333333333332
ALL,708,53.1,61.4,510332,ALL,ALL,ALL,2014,Corinth-Holders Elementary,Johnston County School District,Johnston,,,,,,
ALL,708,53.1,61.4,510332,ALL,ALL,ALL,2013,Corinth-Holders Elementary,Johnston County School District,Johnston,Corinth-Holders Elementary,State Of North Carolina,Johnston County Schools,19.666666666666668,19.0,20.333333333333332
ALL,1466,52.5,62.0,510333,ALL,ALL,ALL,2017,Corinth Holders High,Johnston County School District,Johnston,Corinth Holders High,State Of North Carolina,Johnston County Schools,22.5,22.75,19.75
ALL,1436,55.6,67.8,510333,ALL,ALL,ALL,2016,Corinth Holders High,Johnston County School District,Johnston,,,,,,
ALL,1525,58.2,68.7,510333,ALL,ALL,ALL,2015,Corinth Holders High,Johnston County School District,Johnston,,,,,,
ALL,1525,58.2,68.7,510333,ALL,ALL,ALL,2014,Corinth Holders High,Johnston County School District,Johnston,,,,,,
