grade,num_tested,pct_ccr,pct_glp,school_code,subgroup,subject,type,year,school_name,district_name,County name
ALL,1283,32,41.8,760357,ALL,ALL,ALL,2017,Southeastern Randolph Middle,Randolph County School District,Randolph
ALL,1526,27,36.2,760357,ALL,ALL,ALL,2016,Southeastern Randolph Middle,Randolph County School District,Randolph
ALL,1503,28,36.3,760357,ALL,ALL,ALL,2015,Southeastern Randolph Middle,Randolph County School District,Randolph
ALL,1680,27.9,35.1,760357,ALL,ALL,ALL,2014,Southeastern Randolph Middle,Randolph County School District,Randolph
ALL,1751,25.2,35.5,760357,ALL,ALL,ALL,2013,Southeastern Randolph Middle,Randolph County School District,Randolph
ALL,741,48.7,60.2,760358,ALL,ALL,ALL,2017,Southwestern Randolph High,Randolph County School District,Randolph
ALL,786,43,56.2,760358,ALL,ALL,ALL,2016,Southwestern Randolph High,Randolph County School District,Randolph
ALL,856,44.5,54.4,760358,ALL,ALL,ALL,2015,Southwestern Randolph High,Randolph County School District,Randolph
ALL,829,44.8,55.4,760358,ALL,ALL,ALL,2014,Southwestern Randolph High,Randolph County School District,Randolph
ALL,817,43.7,52.9,760358,ALL,ALL,ALL,2013,Southwestern Randolph High,Randolph County School District,Randolph
ALL,728,44.4,54.8,760359,ALL,ALL,ALL,2017,Southmont Elementary,Randolph County School District,Randolph
ALL,716,47.1,59.4,760359,ALL,ALL,ALL,2016,Southmont Elementary,Randolph County School District,Randolph
ALL,686,47.1,55.7,760359,ALL,ALL,ALL,2015,Southmont Elementary,Randolph County School District,Randolph
ALL,660,41.8,52,760359,ALL,ALL,ALL,2014,Southmont Elementary,Randolph County School District,Randolph
ALL,676,43.9,54,760359,ALL,ALL,ALL,2013,Southmont Elementary,Randolph County School District,Randolph
ALL,1174,45.7,54.2,760360,ALL,ALL,ALL,2017,Southwestern Randolph Middle,Randolph County School District,Randolph
ALL,1244,45.7,55.4,760360,ALL,ALL,ALL,2016,Southwestern Randolph Middle,Randolph County School District,Randolph
ALL,1347,44.6,53.7,760360,ALL,ALL,ALL,2015,Southwestern Randolph Middle,Randolph County School District,Randolph
ALL,1417,39.2,47.5,760360,ALL,ALL,ALL,2014,Southwestern Randolph Middle,Randolph County School District,Randolph
ALL,1561,40.9,51.7,760360,ALL,ALL,ALL,2013,Southwestern Randolph Middle,Randolph County School District,Randolph
ALL,420,50.7,61.2,760364,ALL,ALL,ALL,2017,Tabernacle Elementary,Randolph County School District,Randolph
ALL,486,50.8,63,760364,ALL,ALL,ALL,2016,Tabernacle Elementary,Randolph County School District,Randolph
ALL,469,47.1,55.4,760364,ALL,ALL,ALL,2015,Tabernacle Elementary,Randolph County School District,Randolph
ALL,477,47,56.2,760364,ALL,ALL,ALL,2014,Tabernacle Elementary,Randolph County School District,Randolph
ALL,440,40.5,52.5,760364,ALL,ALL,ALL,2013,Tabernacle Elementary,Randolph County School District,Randolph
ALL,363,60.1,68.9,760368,ALL,ALL,ALL,2017,Trindale Elementary,Randolph County School District,Randolph
ALL,345,55.1,65.8,760368,ALL,ALL,ALL,2016,Trindale Elementary,Randolph County School District,Randolph
ALL,330,61.5,68.8,760368,ALL,ALL,ALL,2015,Trindale Elementary,Randolph County School District,Randolph
ALL,361,66.5,75.3,760368,ALL,ALL,ALL,2014,Trindale Elementary,Randolph County School District,Randolph
ALL,366,69.4,76,760368,ALL,ALL,ALL,2013,Trindale Elementary,Randolph County School District,Randolph
ALL,509,53.4,63.5,760376,ALL,ALL,ALL,2017,Trinity Elementary,Randolph County School District,Randolph
ALL,507,51.9,63.5,760376,ALL,ALL,ALL,2016,Trinity Elementary,Randolph County School District,Randolph
ALL,522,50.6,60,760376,ALL,ALL,ALL,2015,Trinity Elementary,Randolph County School District,Randolph
ALL,559,46.3,58.1,760376,ALL,ALL,ALL,2014,Trinity Elementary,Randolph County School District,Randolph
ALL,556,41.5,56.8,760376,ALL,ALL,ALL,2013,Trinity Elementary,Randolph County School District,Randolph
ALL,1735,47.5,56.3,760378,ALL,ALL,ALL,2017,Archdale-Trinity Middle,Randolph County School District,Randolph
ALL,2023,47.7,56.4,760378,ALL,ALL,ALL,2016,Archdale-Trinity Middle,Randolph County School District,Randolph
ALL,2097,46.4,55.8,760378,ALL,ALL,ALL,2015,Archdale-Trinity Middle,Randolph County School District,Randolph
ALL,2189,44.8,53.9,760378,ALL,ALL,ALL,2014,Archdale-Trinity Middle,Randolph County School District,Randolph
ALL,2244,45.9,56,760378,ALL,ALL,ALL,2013,Archdale-Trinity Middle,Randolph County School District,Randolph
ALL,553,41,52.1,760380,ALL,ALL,ALL,2017,Trinity High,Randolph County School District,Randolph
ALL,561,47.1,59.7,760380,ALL,ALL,ALL,2016,Trinity High,Randolph County School District,Randolph
ALL,599,42.6,52.1,760380,ALL,ALL,ALL,2015,Trinity High,Randolph County School District,Randolph
ALL,677,47.3,58.8,760380,ALL,ALL,ALL,2014,Trinity High,Randolph County School District,Randolph
ALL,583,44.6,58.1,760380,ALL,ALL,ALL,2013,Trinity High,Randolph County School District,Randolph
ALL,833,32.2,41.7,760382,ALL,ALL,ALL,2017,Uwharrie Middle,Randolph County School District,Randolph
ALL,817,39.2,47.9,760382,ALL,ALL,ALL,2016,Uwharrie Middle,Randolph County School District,Randolph
ALL,872,40.3,50.5,760382,ALL,ALL,ALL,2015,Uwharrie Middle,Randolph County School District,Randolph
ALL,951,38.6,49.3,760382,ALL,ALL,ALL,2014,Uwharrie Middle,Randolph County School District,Randolph
ALL,1000,39,50.6,760382,ALL,ALL,ALL,2013,Uwharrie Middle,Randolph County School District,Randolph
ALL,660,52.9,64.7,760388,ALL,ALL,ALL,2017,Wheatmore High,Randolph County School District,Randolph
ALL,653,49.2,60.8,760388,ALL,ALL,ALL,2016,Wheatmore High,Randolph County School District,Randolph
ALL,666,49.2,58.1,760388,ALL,ALL,ALL,2015,Wheatmore High,Randolph County School District,Randolph
ALL,644,43.8,55.9,760388,ALL,ALL,ALL,2014,Wheatmore High,Randolph County School District,Randolph
ALL,643,42.6,56.3,760388,ALL,ALL,ALL,2013,Wheatmore High,Randolph County School District,Randolph
ALL,1067,51.2,62.7,761304,ALL,ALL,ALL,2017,Asheboro High,Asheboro City School District,Randolph
ALL,1064,36.7,47.7,761304,ALL,ALL,ALL,2016,Asheboro High,Asheboro City School District,Randolph
ALL,1120,34.7,46.8,761304,ALL,ALL,ALL,2015,Asheboro High,Asheboro City School District,Randolph
ALL,1080,34.9,45.4,761304,ALL,ALL,ALL,2014,Asheboro High,Asheboro City School District,Randolph
ALL,947,35.1,45.3,761304,ALL,ALL,ALL,2013,Asheboro High,Asheboro City School District,Randolph
ALL,1239,47.4,58.4,761308,ALL,ALL,ALL,2017,South Asheboro Middle,Asheboro City School District,Randolph
ALL,1309,47.7,59.9,761308,ALL,ALL,ALL,2016,South Asheboro Middle,Asheboro City School District,Randolph
ALL,1364,42.8,55.1,761308,ALL,ALL,ALL,2015,South Asheboro Middle,Asheboro City School District,Randolph
ALL,1609,42.2,55.4,761308,ALL,ALL,ALL,2014,South Asheboro Middle,Asheboro City School District,Randolph
ALL,1600,35.6,43.5,761308,ALL,ALL,ALL,2013,South Asheboro Middle,Asheboro City School District,Randolph
ALL,631,39.1,54.4,761312,ALL,ALL,ALL,2017,Balfour Elementary,Asheboro City School District,Randolph
ALL,659,38.2,52.7,761312,ALL,ALL,ALL,2016,Balfour Elementary,Asheboro City School District,Randolph
ALL,620,31.8,43.4,761312,ALL,ALL,ALL,2015,Balfour Elementary,Asheboro City School District,Randolph
ALL,585,33.2,47.7,761312,ALL,ALL,ALL,2014,Balfour Elementary,Asheboro City School District,Randolph
ALL,624,28.8,42.3,761312,ALL,ALL,ALL,2013,Balfour Elementary,Asheboro City School District,Randolph
ALL,474,34.4,47.3,761320,ALL,ALL,ALL,2017,Charles W McCrary Elementary,Asheboro City School District,Randolph
ALL,468,34.4,46.8,761320,ALL,ALL,ALL,2016,Charles W McCrary Elementary,Asheboro City School District,Randolph
ALL,425,36,48.9,761320,ALL,ALL,ALL,2015,Charles W McCrary Elementary,Asheboro City School District,Randolph
ALL,397,38,49.4,761320,ALL,ALL,ALL,2014,Charles W McCrary Elementary,Asheboro City School District,Randolph
ALL,462,28.1,39.2,761320,ALL,ALL,ALL,2013,Charles W McCrary Elementary,Asheboro City School District,Randolph
ALL,386,34.2,43.5,761321,ALL,ALL,ALL,2017,Donna L Loflin Elementary,Asheboro City School District,Randolph
ALL,378,39.2,54,761321,ALL,ALL,ALL,2016,Donna L Loflin Elementary,Asheboro City School District,Randolph
ALL,377,36.9,46.7,761321,ALL,ALL,ALL,2015,Donna L Loflin Elementary,Asheboro City School District,Randolph
ALL,398,36.2,48.5,761321,ALL,ALL,ALL,2014,Donna L Loflin Elementary,Asheboro City School District,Randolph
ALL,446,28.7,39.7,761321,ALL,ALL,ALL,2013,Donna L Loflin Elementary,Asheboro City School District,Randolph
ALL,645,60.6,71.2,761328,ALL,ALL,ALL,2017,Guy B Teachey Elementary,Asheboro City School District,Randolph
ALL,602,56.5,67.9,761328,ALL,ALL,ALL,2016,Guy B Teachey Elementary,Asheboro City School District,Randolph
ALL,681,53.6,64.6,761328,ALL,ALL,ALL,2015,Guy B Teachey Elementary,Asheboro City School District,Randolph
ALL,551,51.7,65.5,761328,ALL,ALL,ALL,2014,Guy B Teachey Elementary,Asheboro City School District,Randolph
ALL,593,48.6,59.5,761328,ALL,ALL,ALL,2013,Guy B Teachey Elementary,Asheboro City School District,Randolph
ALL,484,50.2,61.2,761332,ALL,ALL,ALL,2017,Lindley Park Elementary,Asheboro City School District,Randolph
ALL,488,50.6,63.9,761332,ALL,ALL,ALL,2016,Lindley Park Elementary,Asheboro City School District,Randolph
ALL,506,51.8,62.1,761332,ALL,ALL,ALL,2015,Lindley Park Elementary,Asheboro City School District,Randolph
ALL,515,41.2,54.2,761332,ALL,ALL,ALL,2014,Lindley Park Elementary,Asheboro City School District,Randolph
ALL,556,43,53.2,761332,ALL,ALL,ALL,2013,Lindley Park Elementary,Asheboro City School District,Randolph
ALL,1033,36.5,47.2,761336,ALL,ALL,ALL,2017,North Asheboro Middle,Asheboro City School District,Randolph
ALL,1115,43.8,55.2,761336,ALL,ALL,ALL,2016,North Asheboro Middle,Asheboro City School District,Randolph
ALL,1166,46.1,56.5,761336,ALL,ALL,ALL,2015,North Asheboro Middle,Asheboro City School District,Randolph
ALL,1256,41.6,53.1,761336,ALL,ALL,ALL,2014,North Asheboro Middle,Asheboro City School District,Randolph
ALL,1228,32.5,41.9,761336,ALL,ALL,ALL,2013,North Asheboro Middle,Asheboro City School District,Randolph
ALL,783,43.7,56.2,770310,ALL,ALL,ALL,2017,East Rockingham Elementary,Richmond County School District,Richmond
ALL,742,38,50.8,770310,ALL,ALL,ALL,2016,East Rockingham Elementary,Richmond County School District,Richmond
ALL,711,45.1,55.3,770310,ALL,ALL,ALL,2015,East Rockingham Elementary,Richmond County School District,Richmond
ALL,600,42.7,54.5,770310,ALL,ALL,ALL,2014,East Rockingham Elementary,Richmond County School District,Richmond
ALL,616,39.6,52.3,770310,ALL,ALL,ALL,2013,East Rockingham Elementary,Richmond County School District,Richmond
ALL,32,12.5,21.9,770312,ALL,ALL,ALL,2016,Cordova School,Richmond County School District,Richmond
ALL,36,25,41.7,770312,ALL,ALL,ALL,2015,Cordova School,Richmond County School District,Richmond
ALL,42,31,52.4,770312,ALL,ALL,ALL,2014,Cordova School,Richmond County School District,Richmond
ALL,61,29.5,45.9,770312,ALL,ALL,ALL,2013,Cordova School,Richmond County School District,Richmond
ALL,550,42.4,52,770316,ALL,ALL,ALL,2017,Ellerbe Middle,Richmond County School District,Richmond
ALL,561,46.9,55.6,770316,ALL,ALL,ALL,2016,Ellerbe Middle,Richmond County School District,Richmond
ALL,554,41.2,51.6,770316,ALL,ALL,ALL,2015,Ellerbe Middle,Richmond County School District,Richmond
ALL,512,37.3,49.4,770316,ALL,ALL,ALL,2014,Ellerbe Middle,Richmond County School District,Richmond
ALL,486,35,44,770316,ALL,ALL,ALL,2013,Ellerbe Middle,Richmond County School District,Richmond
ALL,659,49.6,64.3,770318,ALL,ALL,ALL,2017,Fairview Heights Elementary,Richmond County School District,Richmond
ALL,634,47,59.9,770318,ALL,ALL,ALL,2016,Fairview Heights Elementary,Richmond County School District,Richmond
ALL,648,47.2,57.4,770318,ALL,ALL,ALL,2015,Fairview Heights Elementary,Richmond County School District,Richmond
ALL,579,48.4,59.6,770318,ALL,ALL,ALL,2014,Fairview Heights Elementary,Richmond County School District,Richmond
ALL,624,47,55.9,770318,ALL,ALL,ALL,2013,Fairview Heights Elementary,Richmond County School District,Richmond
ALL,1133,48.1,58.1,770328,ALL,ALL,ALL,2017,Hamlet Middle,Richmond County School District,Richmond
ALL,1108,49.2,58.9,770328,ALL,ALL,ALL,2016,Hamlet Middle,Richmond County School District,Richmond
ALL,1243,46.3,55.8,770328,ALL,ALL,ALL,2015,Hamlet Middle,Richmond County School District,Richmond
ALL,1316,37.8,46,770328,ALL,ALL,ALL,2014,Hamlet Middle,Richmond County School District,Richmond
ALL,1302,37.9,46.5,770328,ALL,ALL,ALL,2013,Hamlet Middle,Richmond County School District,Richmond
ALL,660,49.4,59.2,770340,ALL,ALL,ALL,2017,L J Bell Elementary,Richmond County School District,Richmond
ALL,695,50.2,61,770340,ALL,ALL,ALL,2016,L J Bell Elementary,Richmond County School District,Richmond
ALL,641,53.2,62.6,770340,ALL,ALL,ALL,2015,L J Bell Elementary,Richmond County School District,Richmond
ALL,660,53.2,61.8,770340,ALL,ALL,ALL,2014,L J Bell Elementary,Richmond County School District,Richmond
ALL,651,48.4,58.1,770340,ALL,ALL,ALL,2013,L J Bell Elementary,Richmond County School District,Richmond
ALL,83,7.2,7.2,770342,ALL,ALL,ALL,2017,Leak Street High,Richmond County School District,Richmond
ALL,106,7.5,12.3,770342,ALL,ALL,ALL,2016,Leak Street High,Richmond County School District,Richmond
ALL,125,6.4,8.8,770342,ALL,ALL,ALL,2015,Leak Street High,Richmond County School District,Richmond
ALL,141,6.4,6.4,770342,ALL,ALL,ALL,2014,Leak Street High,Richmond County School District,Richmond
ALL,182,5,7.1,770342,ALL,ALL,ALL,2013,Leak Street High,Richmond County School District,Richmond
ALL,519,57,68.6,770344,ALL,ALL,ALL,2017,Mineral Springs Elementary,Richmond County School District,Richmond
ALL,546,51.3,62.3,770344,ALL,ALL,ALL,2016,Mineral Springs Elementary,Richmond County School District,Richmond
ALL,542,48,59.6,770344,ALL,ALL,ALL,2015,Mineral Springs Elementary,Richmond County School District,Richmond
ALL,546,40.5,49.3,770344,ALL,ALL,ALL,2014,Mineral Springs Elementary,Richmond County School District,Richmond
ALL,516,30.2,41.7,770344,ALL,ALL,ALL,2013,Mineral Springs Elementary,Richmond County School District,Richmond
ALL,475,31.2,44.2,770346,ALL,ALL,ALL,2017,Monroe Avenue Elementary,Richmond County School District,Richmond
ALL,482,32.8,42.3,770346,ALL,ALL,ALL,2016,Monroe Avenue Elementary,Richmond County School District,Richmond
ALL,482,35.9,47.1,770346,ALL,ALL,ALL,2015,Monroe Avenue Elementary,Richmond County School District,Richmond
ALL,500,30,40.8,770346,ALL,ALL,ALL,2014,Monroe Avenue Elementary,Richmond County School District,Richmond
ALL,421,28,39.9,770346,ALL,ALL,ALL,2013,Monroe Avenue Elementary,Richmond County School District,Richmond
ALL,968,35.5,45.6,770348,ALL,ALL,ALL,2017,Richmond Senior High,Richmond County School District,Richmond
ALL,934,37,46.4,770348,ALL,ALL,ALL,2016,Richmond Senior High,Richmond County School District,Richmond
ALL,1051,35.6,42.6,770348,ALL,ALL,ALL,2015,Richmond Senior High,Richmond County School District,Richmond
ALL,1118,29.4,38.2,770348,ALL,ALL,ALL,2014,Richmond Senior High,Richmond County School District,Richmond
ALL,1339,27.5,33.8,770348,ALL,ALL,ALL,2013,Richmond Senior High,Richmond County School District,Richmond
ALL,199,82.4,92.5,770349,ALL,ALL,ALL,2017,Richmond Early College High,Richmond County School District,Richmond
ALL,196,74,91.3,770349,ALL,ALL,ALL,2016,Richmond Early College High,Richmond County School District,Richmond
ALL,218,74.3,88.1,770349,ALL,ALL,ALL,2015,Richmond Early College High,Richmond County School District,Richmond
ALL,199,67.8,81.4,770349,ALL,ALL,ALL,2014,Richmond Early College High,Richmond County School District,Richmond
ALL,163,44.8,65,770349,ALL,ALL,ALL,2013,Richmond Early College High,Richmond County School District,Richmond
ALL,457,79.9,84.7,770351,ALL,ALL,ALL,2017,Richmond 9th Grade Academy,Richmond County School District,Richmond
ALL,472,64.8,76.7,770351,ALL,ALL,ALL,2016,Richmond 9th Grade Academy,Richmond County School District,Richmond
ALL,463,45.1,57.7,770351,ALL,ALL,ALL,2015,Richmond 9th Grade Academy,Richmond County School District,Richmond
ALL,472,41.7,56.8,770351,ALL,ALL,ALL,2014,Richmond 9th Grade Academy,Richmond County School District,Richmond
ALL,526,23.2,36.1,770351,ALL,ALL,ALL,2013,Richmond 9th Grade Academy,Richmond County School District,Richmond
ALL,1579,44.6,54.9,770360,ALL,ALL,ALL,2017,Rockingham Middle,Richmond County School District,Richmond
ALL,1680,45.5,55.7,770360,ALL,ALL,ALL,2016,Rockingham Middle,Richmond County School District,Richmond
ALL,1613,44.8,55.9,770360,ALL,ALL,ALL,2015,Rockingham Middle,Richmond County School District,Richmond
ALL,1619,45.5,53.7,770360,ALL,ALL,ALL,2014,Rockingham Middle,Richmond County School District,Richmond
ALL,1645,45.2,54.9,770360,ALL,ALL,ALL,2013,Rockingham Middle,Richmond County School District,Richmond
ALL,603,34.2,42.5,770364,ALL,ALL,ALL,2017,Rohanen Middle,Richmond County School District,Richmond
ALL,605,38.3,48.1,770364,ALL,ALL,ALL,2016,Rohanen Middle,Richmond County School District,Richmond
ALL,631,35.3,45.5,770364,ALL,ALL,ALL,2015,Rohanen Middle,Richmond County School District,Richmond
ALL,758,33,43.5,770364,ALL,ALL,ALL,2014,Rohanen Middle,Richmond County School District,Richmond
ALL,757,26.2,35.3,770364,ALL,ALL,ALL,2013,Rohanen Middle,Richmond County School District,Richmond
ALL,365,38.4,50.4,770368,ALL,ALL,ALL,2017,West Rockingham Elementary,Richmond County School District,Richmond
ALL,360,45.8,57.8,770368,ALL,ALL,ALL,2016,West Rockingham Elementary,Richmond County School District,Richmond
ALL,381,47,57.2,770368,ALL,ALL,ALL,2015,West Rockingham Elementary,Richmond County School District,Richmond
ALL,360,40,48.9,770368,ALL,ALL,ALL,2014,West Rockingham Elementary,Richmond County School District,Richmond
ALL,383,31.6,40.7,770368,ALL,ALL,ALL,2013,West Rockingham Elementary,Richmond County School District,Richmond
ALL,643,42.1,54.1,770370,ALL,ALL,ALL,2017,Washington Street Elementary,Richmond County School District,Richmond
ALL,592,38.9,51,770370,ALL,ALL,ALL,2016,Washington Street Elementary,Richmond County School District,Richmond
ALL,586,46.2,56.3,770370,ALL,ALL,ALL,2015,Washington Street Elementary,Richmond County School District,Richmond
ALL,568,37.9,47.9,770370,ALL,ALL,ALL,2014,Washington Street Elementary,Richmond County School District,Richmond
ALL,572,39.5,51.6,770370,ALL,ALL,ALL,2013,Washington Street Elementary,Richmond County School District,Richmond
ALL,519,35.1,44.9,780320,ALL,ALL,ALL,2017,Deep Branch Elementary,Southeastern Academy School District,Robeson
ALL,493,31.8,42.8,780320,ALL,ALL,ALL,2016,Deep Branch Elementary,Southeastern Academy School District,Robeson
ALL,513,28.1,37.6,780320,ALL,ALL,ALL,2015,Deep Branch Elementary,Southeastern Academy School District,Robeson
ALL,482,18.3,27.2,780320,ALL,ALL,ALL,2014,Deep Branch Elementary,Southeastern Academy School District,Robeson
ALL,507,23.7,29.2,780320,ALL,ALL,ALL,2013,Deep Branch Elementary,Southeastern Academy School District,Robeson
ALL,314,63.1,72.9,780322,ALL,ALL,ALL,2017,East Robeson Primary,Southeastern Academy School District,Robeson
ALL,290,62.1,73.4,780322,ALL,ALL,ALL,2016,East Robeson Primary,Southeastern Academy School District,Robeson
ALL,284,59.2,68.3,780322,ALL,ALL,ALL,2015,East Robeson Primary,Southeastern Academy School District,Robeson
ALL,296,52.7,65.9,780322,ALL,ALL,ALL,2014,East Robeson Primary,Southeastern Academy School District,Robeson
ALL,304,35.2,49.3,780322,ALL,ALL,ALL,2013,East Robeson Primary,Southeastern Academy School District,Robeson
ALL,621,33.5,45.7,780324,ALL,ALL,ALL,2017,Fairgrove Middle,Southeastern Academy School District,Robeson
ALL,622,28.8,38.9,780324,ALL,ALL,ALL,2016,Fairgrove Middle,Southeastern Academy School District,Robeson
ALL,655,23.2,30.5,780324,ALL,ALL,ALL,2015,Fairgrove Middle,Southeastern Academy School District,Robeson
ALL,696,27.3,36.5,780324,ALL,ALL,ALL,2014,Fairgrove Middle,Southeastern Academy School District,Robeson
ALL,733,30,38.6,780324,ALL,ALL,ALL,2013,Fairgrove Middle,Southeastern Academy School District,Robeson
ALL,432,24.3,38.4,780325,ALL,ALL,ALL,2017,Fairmont High,Southeastern Academy School District,Robeson
ALL,468,24.6,40.8,780325,ALL,ALL,ALL,2016,Fairmont High,Southeastern Academy School District,Robeson
ALL,581,20.1,28.4,780325,ALL,ALL,ALL,2015,Fairmont High,Southeastern Academy School District,Robeson
ALL,548,22.8,33.2,780325,ALL,ALL,ALL,2014,Fairmont High,Southeastern Academy School District,Robeson
ALL,537,31.1,41.2,780325,ALL,ALL,ALL,2013,Fairmont High,Southeastern Academy School District,Robeson
ALL,908,26.2,34.9,780326,ALL,ALL,ALL,2017,Fairmont Middle,Southeastern Academy School District,Robeson
ALL,928,26.6,35.8,780326,ALL,ALL,ALL,2016,Fairmont Middle,Southeastern Academy School District,Robeson
ALL,899,23.9,30.8,780326,ALL,ALL,ALL,2015,Fairmont Middle,Southeastern Academy School District,Robeson
ALL,883,25.7,34.9,780326,ALL,ALL,ALL,2014,Fairmont Middle,Southeastern Academy School District,Robeson
ALL,973,24.9,33.8,780326,ALL,ALL,ALL,2013,Fairmont Middle,Southeastern Academy School District,Robeson
ALL,106,43.4,58.5,780328,ALL,ALL,ALL,2017,Green Grove Elementary,Southeastern Academy School District,Robeson
ALL,110,40,49.1,780328,ALL,ALL,ALL,2016,Green Grove Elementary,Southeastern Academy School District,Robeson
ALL,105,42.9,57.1,780328,ALL,ALL,ALL,2015,Green Grove Elementary,Southeastern Academy School District,Robeson
ALL,102,38.2,52,780328,ALL,ALL,ALL,2014,Green Grove Elementary,Southeastern Academy School District,Robeson
ALL,124,31.5,41.1,780328,ALL,ALL,ALL,2013,Green Grove Elementary,Southeastern Academy School District,Robeson
ALL,204,31.9,41.7,780329,ALL,ALL,ALL,2017,Janie C Hargrave Elem,Southeastern Academy School District,Robeson
ALL,196,27.6,37.2,780329,ALL,ALL,ALL,2016,Janie C Hargrave Elem,Southeastern Academy School District,Robeson
ALL,196,26,34.2,780329,ALL,ALL,ALL,2015,Janie C Hargrave Elem,Southeastern Academy School District,Robeson
ALL,158,15.8,25.3,780329,ALL,ALL,ALL,2014,Janie C Hargrave Elem,Southeastern Academy School District,Robeson
ALL,124,18.5,25.8,780329,ALL,ALL,ALL,2013,Janie C Hargrave Elem,Southeastern Academy School District,Robeson
ALL,1630,30.7,41.7,780330,ALL,ALL,ALL,2017,L Gilbert Carroll Middle,Southeastern Academy School District,Robeson
ALL,1566,32.6,43,780330,ALL,ALL,ALL,2016,L Gilbert Carroll Middle,Southeastern Academy School District,Robeson
ALL,1591,33.3,41.3,780330,ALL,ALL,ALL,2015,L Gilbert Carroll Middle,Southeastern Academy School District,Robeson
ALL,1556,29.8,38.9,780330,ALL,ALL,ALL,2014,L Gilbert Carroll Middle,Southeastern Academy School District,Robeson
ALL,1659,30,40,780330,ALL,ALL,ALL,2013,L Gilbert Carroll Middle,Southeastern Academy School District,Robeson
ALL,1843,39.9,48.8,780336,ALL,ALL,ALL,2017,Littlefield Middle,Southeastern Academy School District,Robeson
ALL,1925,34.5,43.6,780336,ALL,ALL,ALL,2016,Littlefield Middle,Southeastern Academy School District,Robeson
ALL,1795,33.1,41.9,780336,ALL,ALL,ALL,2015,Littlefield Middle,Southeastern Academy School District,Robeson
ALL,1776,28.2,36.7,780336,ALL,ALL,ALL,2014,Littlefield Middle,Southeastern Academy School District,Robeson
ALL,1819,28,37.5,780336,ALL,ALL,ALL,2013,Littlefield Middle,Southeastern Academy School District,Robeson
ALL,360,36.1,47.5,780340,ALL,ALL,ALL,2017,Long Branch Elementary,Southeastern Academy School District,Robeson
ALL,390,27.7,41.3,780340,ALL,ALL,ALL,2016,Long Branch Elementary,Southeastern Academy School District,Robeson
ALL,410,27.3,37.1,780340,ALL,ALL,ALL,2015,Long Branch Elementary,Southeastern Academy School District,Robeson
ALL,358,26.3,36.6,780340,ALL,ALL,ALL,2014,Long Branch Elementary,Southeastern Academy School District,Robeson
ALL,316,32.6,43,780340,ALL,ALL,ALL,2013,Long Branch Elementary,Southeastern Academy School District,Robeson
ALL,985,23.1,32,780341,ALL,ALL,ALL,2017,Lumberton Junior High,Southeastern Academy School District,Robeson
ALL,1014,25,34.2,780341,ALL,ALL,ALL,2016,Lumberton Junior High,Southeastern Academy School District,Robeson
ALL,1128,19.6,29,780341,ALL,ALL,ALL,2015,Lumberton Junior High,Southeastern Academy School District,Robeson
ALL,1251,23.7,32.6,780341,ALL,ALL,ALL,2014,Lumberton Junior High,Southeastern Academy School District,Robeson
ALL,1338,28,36.6,780341,ALL,ALL,ALL,2013,Lumberton Junior High,Southeastern Academy School District,Robeson
ALL,1499,24.1,32.9,780342,ALL,ALL,ALL,2017,Lumberton Senior High,Southeastern Academy School District,Robeson
ALL,1520,23.9,33.3,780342,ALL,ALL,ALL,2016,Lumberton Senior High,Southeastern Academy School District,Robeson
ALL,1679,25.2,33.5,780342,ALL,ALL,ALL,2015,Lumberton Senior High,Southeastern Academy School District,Robeson
ALL,1605,28.5,37.1,780342,ALL,ALL,ALL,2014,Lumberton Senior High,Southeastern Academy School District,Robeson
ALL,1543,24.4,35,780342,ALL,ALL,ALL,2013,Lumberton Senior High,Southeastern Academy School District,Robeson
ALL,1353,26.2,35.7,780344,ALL,ALL,ALL,2017,Magnolia Elementary,Southeastern Academy School District,Robeson
ALL,1415,25.4,35.3,780344,ALL,ALL,ALL,2016,Magnolia Elementary,Southeastern Academy School District,Robeson
ALL,1470,21.6,29.1,780344,ALL,ALL,ALL,2015,Magnolia Elementary,Southeastern Academy School District,Robeson
ALL,1537,20.2,26.9,780344,ALL,ALL,ALL,2014,Magnolia Elementary,Southeastern Academy School District,Robeson
ALL,1502,21.8,29.6,780344,ALL,ALL,ALL,2013,Magnolia Elementary,Southeastern Academy School District,Robeson
ALL,813,24,34.2,780352,ALL,ALL,ALL,2017,Orrum Middle,Southeastern Academy School District,Robeson
ALL,810,25.7,36.4,780352,ALL,ALL,ALL,2016,Orrum Middle,Southeastern Academy School District,Robeson
ALL,778,28.7,34.4,780352,ALL,ALL,ALL,2015,Orrum Middle,Southeastern Academy School District,Robeson
ALL,790,24.1,33.5,780352,ALL,ALL,ALL,2014,Orrum Middle,Southeastern Academy School District,Robeson
ALL,871,25.4,33.6,780352,ALL,ALL,ALL,2013,Orrum Middle,Southeastern Academy School District,Robeson
ALL,401,30.4,42.1,780356,ALL,ALL,ALL,2017,Oxendine Elementary,Southeastern Academy School District,Robeson
ALL,380,26.6,35,780356,ALL,ALL,ALL,2016,Oxendine Elementary,Southeastern Academy School District,Robeson
ALL,401,25.2,33.2,780356,ALL,ALL,ALL,2015,Oxendine Elementary,Southeastern Academy School District,Robeson
ALL,391,19.7,34,780356,ALL,ALL,ALL,2014,Oxendine Elementary,Southeastern Academy School District,Robeson
