grade,num_tested,pct_ccr,pct_glp,school_code,subgroup,subject,type,year,school_name,district_name,County name
ALL,353,51,61.5,190304,ALL,ALL,ALL,2013,Bennett Elementary,Chatham County School District,Chatham
ALL,470,48.7,60.9,190308,ALL,ALL,ALL,2017,Bonlee Elementary,Chatham County School District,Chatham
ALL,535,47.5,59.8,190308,ALL,ALL,ALL,2016,Bonlee Elementary,Chatham County School District,Chatham
ALL,551,47.7,57.5,190308,ALL,ALL,ALL,2015,Bonlee Elementary,Chatham County School District,Chatham
ALL,559,45.8,56,190308,ALL,ALL,ALL,2014,Bonlee Elementary,Chatham County School District,Chatham
ALL,613,46,56.4,190308,ALL,ALL,ALL,2013,Bonlee Elementary,Chatham County School District,Chatham
ALL,20,5,5,190310,ALL,ALL,ALL,2017,SAGE Academy,Chatham County School District,Chatham
ALL,36,8.3,13.9,190310,ALL,ALL,ALL,2016,SAGE Academy,Chatham County School District,Chatham
ALL,41,7.3,9.8,190310,ALL,ALL,ALL,2015,SAGE Academy,Chatham County School District,Chatham
ALL,38,5,5.3,190310,ALL,ALL,ALL,2014,SAGE Academy,Chatham County School District,Chatham
ALL,56,12.5,19.6,190310,ALL,ALL,ALL,2013,SAGE Academy,Chatham County School District,Chatham
ALL,1292,33.9,44.7,190312,ALL,ALL,ALL,2017,Chatham Middle,Chatham County School District,Chatham
ALL,1295,36.1,48.3,190312,ALL,ALL,ALL,2016,Chatham Middle,Chatham County School District,Chatham
ALL,1324,28.2,37.1,190312,ALL,ALL,ALL,2015,Chatham Middle,Chatham County School District,Chatham
ALL,1255,25.7,35.3,190312,ALL,ALL,ALL,2014,Chatham Middle,Chatham County School District,Chatham
ALL,1269,27.3,36,190312,ALL,ALL,ALL,2013,Chatham Middle,Chatham County School District,Chatham
ALL,316,42.4,52.5,190316,ALL,ALL,ALL,2017,Chatham Central High,Chatham County School District,Chatham
ALL,317,41.6,55.5,190316,ALL,ALL,ALL,2016,Chatham Central High,Chatham County School District,Chatham
ALL,304,42.8,52.6,190316,ALL,ALL,ALL,2015,Chatham Central High,Chatham County School District,Chatham
ALL,325,55.7,63.7,190316,ALL,ALL,ALL,2014,Chatham Central High,Chatham County School District,Chatham
ALL,315,54.9,64.4,190316,ALL,ALL,ALL,2013,Chatham Central High,Chatham County School District,Chatham
ALL,1139,52,60.6,190328,ALL,ALL,ALL,2017,Horton Middle,Chatham County School District,Chatham
ALL,1036,54.3,63.8,190328,ALL,ALL,ALL,2016,Horton Middle,Chatham County School District,Chatham
ALL,967,49.6,57.4,190328,ALL,ALL,ALL,2015,Horton Middle,Chatham County School District,Chatham
ALL,986,43.7,52.4,190328,ALL,ALL,ALL,2014,Horton Middle,Chatham County School District,Chatham
ALL,993,47.1,55.8,190328,ALL,ALL,ALL,2013,Horton Middle,Chatham County School District,Chatham
ALL,431,55.2,67.7,190332,ALL,ALL,ALL,2017,J S Waters Elementary,Chatham County School District,Chatham
ALL,487,54.6,65.5,190332,ALL,ALL,ALL,2016,J S Waters Elementary,Chatham County School District,Chatham
ALL,476,54.6,63.4,190332,ALL,ALL,ALL,2015,J S Waters Elementary,Chatham County School District,Chatham
ALL,482,49.2,60.8,190332,ALL,ALL,ALL,2014,J S Waters Elementary,Chatham County School District,Chatham
ALL,516,48.6,61,190332,ALL,ALL,ALL,2013,J S Waters Elementary,Chatham County School District,Chatham
ALL,735,28.4,39.3,190336,ALL,ALL,ALL,2017,Jordan Matthews High,Chatham County School District,Chatham
ALL,669,32.6,41.7,190336,ALL,ALL,ALL,2016,Jordan Matthews High,Chatham County School District,Chatham
ALL,632,35.6,47.2,190336,ALL,ALL,ALL,2015,Jordan Matthews High,Chatham County School District,Chatham
ALL,582,38.7,46,190336,ALL,ALL,ALL,2014,Jordan Matthews High,Chatham County School District,Chatham
ALL,593,40.3,50.4,190336,ALL,ALL,ALL,2013,Jordan Matthews High,Chatham County School District,Chatham
ALL,1536,67,73.9,190339,ALL,ALL,ALL,2017,Margaret B. Pollard Middle,Chatham County School District,Chatham
ALL,1625,65,72.7,190339,ALL,ALL,ALL,2016,Margaret B. Pollard Middle,Chatham County School District,Chatham
ALL,1561,63,71.3,190339,ALL,ALL,ALL,2015,Margaret B. Pollard Middle,Chatham County School District,Chatham
ALL,1440,65.1,71.3,190339,ALL,ALL,ALL,2014,Margaret B. Pollard Middle,Chatham County School District,Chatham
ALL,1528,62.8,70.3,190339,ALL,ALL,ALL,2013,Margaret B. Pollard Middle,Chatham County School District,Chatham
ALL,485,53.4,62.7,190340,ALL,ALL,ALL,2017,Moncure Elementary,Chatham County School District,Chatham
ALL,447,50.8,60.4,190340,ALL,ALL,ALL,2016,Moncure Elementary,Chatham County School District,Chatham
ALL,446,46.9,57,190340,ALL,ALL,ALL,2015,Moncure Elementary,Chatham County School District,Chatham
ALL,474,49.4,61.4,190340,ALL,ALL,ALL,2014,Moncure Elementary,Chatham County School District,Chatham
ALL,468,51.1,62.6,190340,ALL,ALL,ALL,2013,Moncure Elementary,Chatham County School District,Chatham
ALL,662,56.8,66.6,190341,ALL,ALL,ALL,2017,North Chatham Elementary,Chatham County School District,Chatham
ALL,621,50.9,63,190341,ALL,ALL,ALL,2016,North Chatham Elementary,Chatham County School District,Chatham
ALL,612,45.6,56.9,190341,ALL,ALL,ALL,2015,North Chatham Elementary,Chatham County School District,Chatham
ALL,648,42.3,50.9,190341,ALL,ALL,ALL,2014,North Chatham Elementary,Chatham County School District,Chatham
ALL,669,46,55.8,190341,ALL,ALL,ALL,2013,North Chatham Elementary,Chatham County School District,Chatham
ALL,1062,55.9,64.7,190342,ALL,ALL,ALL,2017,Northwood High,Chatham County School District,Chatham
ALL,1070,53.7,61.7,190342,ALL,ALL,ALL,2016,Northwood High,Chatham County School District,Chatham
ALL,1073,49.4,56.3,190342,ALL,ALL,ALL,2015,Northwood High,Chatham County School District,Chatham
ALL,1065,56.2,66.8,190342,ALL,ALL,ALL,2014,Northwood High,Chatham County School District,Chatham
ALL,964,59.9,69,190342,ALL,ALL,ALL,2013,Northwood High,Chatham County School District,Chatham
ALL,905,70.3,79,190346,ALL,ALL,ALL,2017,Perry W Harrison Elementary,Chatham County School District,Chatham
ALL,813,69.7,78.2,190346,ALL,ALL,ALL,2016,Perry W Harrison Elementary,Chatham County School District,Chatham
ALL,752,69.9,78.1,190346,ALL,ALL,ALL,2015,Perry W Harrison Elementary,Chatham County School District,Chatham
ALL,728,66.2,75.1,190346,ALL,ALL,ALL,2014,Perry W Harrison Elementary,Chatham County School District,Chatham
ALL,681,63.1,71.5,190346,ALL,ALL,ALL,2013,Perry W Harrison Elementary,Chatham County School District,Chatham
ALL,414,57.7,67.9,190348,ALL,ALL,ALL,2017,Pittsboro Elementary,Chatham County School District,Chatham
ALL,424,57.8,70.3,190348,ALL,ALL,ALL,2016,Pittsboro Elementary,Chatham County School District,Chatham
ALL,457,60.6,68.3,190348,ALL,ALL,ALL,2015,Pittsboro Elementary,Chatham County School District,Chatham
ALL,412,54.1,64.6,190348,ALL,ALL,ALL,2014,Pittsboro Elementary,Chatham County School District,Chatham
ALL,398,49,57.5,190348,ALL,ALL,ALL,2013,Pittsboro Elementary,Chatham County School District,Chatham
ALL,764,47.6,61.1,190350,ALL,ALL,ALL,2017,Siler City Elementary,Chatham County School District,Chatham
ALL,792,38.3,54.2,190350,ALL,ALL,ALL,2016,Siler City Elementary,Chatham County School District,Chatham
ALL,786,35.5,45.5,190350,ALL,ALL,ALL,2015,Siler City Elementary,Chatham County School District,Chatham
ALL,746,36.5,46.2,190350,ALL,ALL,ALL,2014,Siler City Elementary,Chatham County School District,Chatham
ALL,716,36.6,47.6,190350,ALL,ALL,ALL,2013,Siler City Elementary,Chatham County School District,Chatham
ALL,624,57.2,68.4,190352,ALL,ALL,ALL,2017,Silk Hope Elementary,Chatham County School District,Chatham
ALL,668,60.2,69.8,190352,ALL,ALL,ALL,2016,Silk Hope Elementary,Chatham County School District,Chatham
ALL,637,54.5,65.3,190352,ALL,ALL,ALL,2015,Silk Hope Elementary,Chatham County School District,Chatham
ALL,703,57.8,68.3,190352,ALL,ALL,ALL,2014,Silk Hope Elementary,Chatham County School District,Chatham
ALL,665,56.7,66.8,190352,ALL,ALL,ALL,2013,Silk Hope Elementary,Chatham County School District,Chatham
ALL,655,31.9,46.3,190370,ALL,ALL,ALL,2017,Virginia Cross Elementary,Chatham County School District,Chatham
ALL,627,30.9,43.9,190370,ALL,ALL,ALL,2016,Virginia Cross Elementary,Chatham County School District,Chatham
ALL,639,30,43.5,190370,ALL,ALL,ALL,2015,Virginia Cross Elementary,Chatham County School District,Chatham
ALL,594,26.3,39.2,190370,ALL,ALL,ALL,2014,Virginia Cross Elementary,Chatham County School District,Chatham
ALL,553,29.1,41.8,190370,ALL,ALL,ALL,2013,Virginia Cross Elementary,Chatham County School District,Chatham
ALL,272,55.9,73.9,200304,ALL,ALL,ALL,2017,Andrews Elementary,Cherokee County School District,Cherokee
ALL,335,66.6,78.5,200304,ALL,ALL,ALL,2016,Andrews Elementary,Cherokee County School District,Cherokee
ALL,378,59.5,72,200304,ALL,ALL,ALL,2015,Andrews Elementary,Cherokee County School District,Cherokee
ALL,334,40.4,55.7,200304,ALL,ALL,ALL,2014,Andrews Elementary,Cherokee County School District,Cherokee
ALL,363,32.5,44.4,200304,ALL,ALL,ALL,2013,Andrews Elementary,Cherokee County School District,Cherokee
ALL,167,50.9,68.9,200308,ALL,ALL,ALL,2017,Andrews High,Cherokee County School District,Cherokee
ALL,192,37,54.7,200308,ALL,ALL,ALL,2016,Andrews High,Cherokee County School District,Cherokee
ALL,223,31.8,45.3,200308,ALL,ALL,ALL,2015,Andrews High,Cherokee County School District,Cherokee
ALL,223,35.9,48.4,200308,ALL,ALL,ALL,2014,Andrews High,Cherokee County School District,Cherokee
ALL,228,39.5,49.6,200308,ALL,ALL,ALL,2013,Andrews High,Cherokee County School District,Cherokee
ALL,545,50.1,68.1,200310,ALL,ALL,ALL,2017,Andrews Middle,Cherokee County School District,Cherokee
ALL,474,49.8,65.4,200310,ALL,ALL,ALL,2016,Andrews Middle,Cherokee County School District,Cherokee
ALL,456,35.5,53.3,200310,ALL,ALL,ALL,2015,Andrews Middle,Cherokee County School District,Cherokee
ALL,506,36,46.6,200310,ALL,ALL,ALL,2014,Andrews Middle,Cherokee County School District,Cherokee
ALL,543,36.5,47,200310,ALL,ALL,ALL,2013,Andrews Middle,Cherokee County School District,Cherokee
ALL,265,60.8,72.5,200312,ALL,ALL,ALL,2017,Hiwassee Dam Elementary/Middle,Cherokee County School District,Cherokee
ALL,293,65.9,75.4,200312,ALL,ALL,ALL,2016,Hiwassee Dam Elementary/Middle,Cherokee County School District,Cherokee
ALL,247,59.5,72.1,200312,ALL,ALL,ALL,2015,Hiwassee Dam Elementary/Middle,Cherokee County School District,Cherokee
ALL,289,46,60.6,200312,ALL,ALL,ALL,2014,Hiwassee Dam Elementary/Middle,Cherokee County School District,Cherokee
ALL,257,33.9,45.5,200312,ALL,ALL,ALL,2013,Hiwassee Dam Elementary/Middle,Cherokee County School District,Cherokee
ALL,153,54.2,66,200314,ALL,ALL,ALL,2017,Hiwassee Dam High,Cherokee County School District,Cherokee
ALL,172,47.1,62.8,200314,ALL,ALL,ALL,2016,Hiwassee Dam High,Cherokee County School District,Cherokee
ALL,177,35.6,48,200314,ALL,ALL,ALL,2015,Hiwassee Dam High,Cherokee County School District,Cherokee
ALL,167,32.3,44.3,200314,ALL,ALL,ALL,2014,Hiwassee Dam High,Cherokee County School District,Cherokee
ALL,145,42.1,57.9,200314,ALL,ALL,ALL,2013,Hiwassee Dam High,Cherokee County School District,Cherokee
ALL,131,38.9,58,200316,ALL,ALL,ALL,2016,Marble Elementary,Cherokee County School District,Cherokee
ALL,76,39.5,57.9,200316,ALL,ALL,ALL,2015,Marble Elementary,Cherokee County School District,Cherokee
ALL,124,31.5,44.4,200316,ALL,ALL,ALL,2014,Marble Elementary,Cherokee County School District,Cherokee
ALL,112,44.6,58,200316,ALL,ALL,ALL,2013,Marble Elementary,Cherokee County School District,Cherokee
ALL,282,56.4,66.7,200320,ALL,ALL,ALL,2017,Martins Creek Elementary/Mid,Cherokee County School District,Cherokee
ALL,371,60.4,67.9,200320,ALL,ALL,ALL,2016,Martins Creek Elementary/Mid,Cherokee County School District,Cherokee
ALL,431,51.5,64.3,200320,ALL,ALL,ALL,2015,Martins Creek Elementary/Mid,Cherokee County School District,Cherokee
ALL,387,51.7,62.3,200320,ALL,ALL,ALL,2014,Martins Creek Elementary/Mid,Cherokee County School District,Cherokee
ALL,344,47.7,60.8,200320,ALL,ALL,ALL,2013,Martins Creek Elementary/Mid,Cherokee County School District,Cherokee
ALL,53,9.4,13.2,200322,ALL,ALL,ALL,2017,Mountain Youth School,Cherokee County School District,Cherokee
ALL,32,12.5,18.8,200322,ALL,ALL,ALL,2013,Mountain Youth School,Cherokee County School District,Cherokee
ALL,556,54,64.6,200324,ALL,ALL,ALL,2017,Murphy Elementary,Cherokee County School District,Cherokee
ALL,532,54.5,64.7,200324,ALL,ALL,ALL,2016,Murphy Elementary,Cherokee County School District,Cherokee
ALL,531,49.9,60.8,200324,ALL,ALL,ALL,2015,Murphy Elementary,Cherokee County School District,Cherokee
ALL,494,55.9,64.8,200324,ALL,ALL,ALL,2014,Murphy Elementary,Cherokee County School District,Cherokee
ALL,489,49.9,60.9,200324,ALL,ALL,ALL,2013,Murphy Elementary,Cherokee County School District,Cherokee
ALL,403,45.9,59.1,200328,ALL,ALL,ALL,2017,Murphy High,Cherokee County School District,Cherokee
ALL,431,29,39.4,200328,ALL,ALL,ALL,2016,Murphy High,Cherokee County School District,Cherokee
ALL,404,39.4,50,200328,ALL,ALL,ALL,2015,Murphy High,Cherokee County School District,Cherokee
ALL,352,37.8,46,200328,ALL,ALL,ALL,2014,Murphy High,Cherokee County School District,Cherokee
ALL,338,53.6,66.9,200328,ALL,ALL,ALL,2013,Murphy High,Cherokee County School District,Cherokee
ALL,755,54.4,64.8,200330,ALL,ALL,ALL,2017,Murphy Middle,Cherokee County School District,Cherokee
ALL,760,50.3,60.1,200330,ALL,ALL,ALL,2016,Murphy Middle,Cherokee County School District,Cherokee
ALL,765,43.7,54.9,200330,ALL,ALL,ALL,2015,Murphy Middle,Cherokee County School District,Cherokee
ALL,873,44,51.9,200330,ALL,ALL,ALL,2014,Murphy Middle,Cherokee County School District,Cherokee
ALL,873,43.5,55.7,200330,ALL,ALL,ALL,2013,Murphy Middle,Cherokee County School District,Cherokee
ALL,149,59.7,69.1,200332,ALL,ALL,ALL,2017,Peachtree Elementary,Cherokee County School District,Cherokee
ALL,164,62.2,75,200332,ALL,ALL,ALL,2016,Peachtree Elementary,Cherokee County School District,Cherokee
ALL,180,58.9,73.3,200332,ALL,ALL,ALL,2015,Peachtree Elementary,Cherokee County School District,Cherokee
ALL,154,55.8,74,200332,ALL,ALL,ALL,2014,Peachtree Elementary,Cherokee County School District,Cherokee
ALL,127,48.8,59.1,200332,ALL,ALL,ALL,2013,Peachtree Elementary,Cherokee County School District,Cherokee
ALL,439,44.9,58.8,200336,ALL,ALL,ALL,2017,Ranger Elementary/Middle,Cherokee County School District,Cherokee
ALL,430,43.7,57.4,200336,ALL,ALL,ALL,2016,Ranger Elementary/Middle,Cherokee County School District,Cherokee
ALL,446,52.9,61.4,200336,ALL,ALL,ALL,2015,Ranger Elementary/Middle,Cherokee County School District,Cherokee
ALL,427,47.3,58.1,200336,ALL,ALL,ALL,2014,Ranger Elementary/Middle,Cherokee County School District,Cherokee
ALL,452,50.4,63.5,200336,ALL,ALL,ALL,2013,Ranger Elementary/Middle,Cherokee County School District,Cherokee
ALL,110,73.6,80.9,200350,ALL,ALL,ALL,2017,Tri-County Early College High,Cherokee County School District,Cherokee
ALL,118,66.1,77.1,200350,ALL,ALL,ALL,2016,Tri-County Early College High,Cherokee County School District,Cherokee
ALL,124,52.4,70.2,200350,ALL,ALL,ALL,2015,Tri-County Early College High,Cherokee County School District,Cherokee
ALL,105,60,70.5,200350,ALL,ALL,ALL,2014,Tri-County Early College High,Cherokee County School District,Cherokee
ALL,137,57.7,73.7,200350,ALL,ALL,ALL,2013,Tri-County Early College High,Cherokee County School District,Cherokee
ALL,1003,44,54.7,210304,ALL,ALL,ALL,2017,Chowan Middle,Edenton-Chowan School District,Chowan
ALL,1055,39.8,49.1,210304,ALL,ALL,ALL,2016,Chowan Middle,Edenton-Chowan School District,Chowan
ALL,1129,37,45.9,210304,ALL,ALL,ALL,2015,Chowan Middle,Edenton-Chowan School District,Chowan
ALL,1259,42.9,52.3,210304,ALL,ALL,ALL,2014,Chowan Middle,Edenton-Chowan School District,Chowan
ALL,1288,35.9,46.7,210304,ALL,ALL,ALL,2013,Chowan Middle,Edenton-Chowan School District,Chowan
ALL,1196,51.1,63,210306,ALL,ALL,ALL,2017,D F Walker Elementary,Edenton-Chowan School District,Chowan
ALL,1236,52.7,66.4,210306,ALL,ALL,ALL,2016,D F Walker Elementary,Edenton-Chowan School District,Chowan
ALL,1098,46.8,56.6,210306,ALL,ALL,ALL,2015,D F Walker Elementary,Edenton-Chowan School District,Chowan
ALL,1063,41.2,52.5,210306,ALL,ALL,ALL,2014,D F Walker Elementary,Edenton-Chowan School District,Chowan
ALL,1104,40.8,51.5,210306,ALL,ALL,ALL,2013,D F Walker Elementary,Edenton-Chowan School District,Chowan
ALL,465,37,44.7,210312,ALL,ALL,ALL,2017,John A Holmes High,Edenton-Chowan School District,Chowan
ALL,481,34.3,41,210312,ALL,ALL,ALL,2016,John A Holmes High,Edenton-Chowan School District,Chowan
ALL,508,30.3,38.4,210312,ALL,ALL,ALL,2015,John A Holmes High,Edenton-Chowan School District,Chowan
ALL,509,31.4,39.9,210312,ALL,ALL,ALL,2014,John A Holmes High,Edenton-Chowan School District,Chowan
ALL,488,33,44.1,210312,ALL,ALL,ALL,2013,John A Holmes High,Edenton-Chowan School District,Chowan
ALL,408,47.8,57.8,220308,ALL,ALL,ALL,2017,Hayesville Elementary,Clay County School District,Clay
ALL,402,46.8,60.7,220308,ALL,ALL,ALL,2016,Hayesville Elementary,Clay County School District,Clay
ALL,388,47.2,58.8,220308,ALL,ALL,ALL,2015,Hayesville Elementary,Clay County School District,Clay
ALL,410,45.9,57.3,220308,ALL,ALL,ALL,2014,Hayesville Elementary,Clay County School District,Clay
ALL,418,46.2,56.7,220308,ALL,ALL,ALL,2013,Hayesville Elementary,Clay County School District,Clay
ALL,297,44.4,57.2,220310,ALL,ALL,ALL,2017,Hayesville High,Clay County School District,Clay
ALL,311,45.7,54.3,220310,ALL,ALL,ALL,2016,Hayesville High,Clay County School District,Clay
ALL,342,49.7,60.2,220310,ALL,ALL,ALL,2015,Hayesville High,Clay County School District,Clay
ALL,294,48,54.8,220310,ALL,ALL,ALL,2014,Hayesville High,Clay County School District,Clay
ALL,272,46.3,57.7,220310,ALL,ALL,ALL,2013,Hayesville High,Clay County School District,Clay
ALL,1020,45.2,54.5,220312,ALL,ALL,ALL,2017,Hayesville Middle,Clay County School District,Clay
ALL,1100,40.5,51.7,220312,ALL,ALL,ALL,2016,Hayesville Middle,Clay County School District,Clay
ALL,1097,44.7,53.4,220312,ALL,ALL,ALL,2015,Hayesville Middle,Clay County School District,Clay
ALL,1002,45,53.9,220312,ALL,ALL,ALL,2014,Hayesville Middle,Clay County School District,Clay
ALL,1110,45.5,54.6,220312,ALL,ALL,ALL,2013,Hayesville Middle,Clay County School District,Clay
ALL,360,57.8,65.8,230304,ALL,ALL,ALL,2017,Bethware Elementary,Cleveland County School District,Cleveland
ALL,354,57.9,68.9,230304,ALL,ALL,ALL,2016,Bethware Elementary,Cleveland County School District,Cleveland
ALL,322,61.2,70.5,230304,ALL,ALL,ALL,2015,Bethware Elementary,Cleveland County School District,Cleveland
ALL,338,64.8,75.1,230304,ALL,ALL,ALL,2014,Bethware Elementary,Cleveland County School District,Cleveland
ALL,340,57.1,70.3,230304,ALL,ALL,ALL,2013,Bethware Elementary,Cleveland County School District,Cleveland
ALL,596,66.9,73.2,230308,ALL,ALL,ALL,2017,Boiling Springs Elementary,Cleveland County School District,Cleveland
ALL,609,67.8,78,230308,ALL,ALL,ALL,2016,Boiling Springs Elementary,Cleveland County School District,Cleveland
ALL,619,69.3,75.8,230308,ALL,ALL,ALL,2015,Boiling Springs Elementary,Cleveland County School District,Cleveland
ALL,583,67.8,76.5,230308,ALL,ALL,ALL,2014,Boiling Springs Elementary,Cleveland County School District,Cleveland
ALL,642,64.8,74.5,230308,ALL,ALL,ALL,2013,Boiling Springs Elementary,Cleveland County School District,Cleveland
ALL,755,37.4,48.6,230312,ALL,ALL,ALL,2017,Burns High,Cleveland County School District,Cleveland
ALL,762,36.9,48.3,230312,ALL,ALL,ALL,2016,Burns High,Cleveland County School District,Cleveland
ALL,779,39.9,52.5,230312,ALL,ALL,ALL,2015,Burns High,Cleveland County School District,Cleveland
ALL,817,39.2,49.8,230312,ALL,ALL,ALL,2014,Burns High,Cleveland County School District,Cleveland
ALL,906,40,52.2,230312,ALL,ALL,ALL,2013,Burns High,Cleveland County School District,Cleveland
ALL,1770,49.8,59.9,230316,ALL,ALL,ALL,2017,Burns Middle,Cleveland County School District,Cleveland
ALL,1751,48.1,57.3,230316,ALL,ALL,ALL,2016,Burns Middle,Cleveland County School District,Cleveland
ALL,1868,44.6,53.5,230316,ALL,ALL,ALL,2015,Burns Middle,Cleveland County School District,Cleveland
ALL,1905,41.9,52.9,230316,ALL,ALL,ALL,2014,Burns Middle,Cleveland County School District,Cleveland
ALL,2084,42.4,52.2,230316,ALL,ALL,ALL,2013,Burns Middle,Cleveland County School District,Cleveland
ALL,314,58.3,64.6,230320,ALL,ALL,ALL,2017,Casar Elementary,Cleveland County School District,Cleveland
ALL,328,52.7,64.6,230320,ALL,ALL,ALL,2016,Casar Elementary,Cleveland County School District,Cleveland
ALL,329,63.8,76,230320,ALL,ALL,ALL,2015,Casar Elementary,Cleveland County School District,Cleveland
ALL,291,59.1,70.8,230320,ALL,ALL,ALL,2014,Casar Elementary,Cleveland County School District,Cleveland
ALL,313,54.3,65.5,230320,ALL,ALL,ALL,2013,Casar Elementary,Cleveland County School District,Cleveland
ALL,158,74.7,86.1,230322,ALL,ALL,ALL,2017,Cleveland ECHS,Cleveland County School District,Cleveland
ALL,149,81.2,89.9,230322,ALL,ALL,ALL,2016,Cleveland ECHS,Cleveland County School District,Cleveland
ALL,154,68.8,82.5,230322,ALL,ALL,ALL,2015,Cleveland ECHS,Cleveland County School District,Cleveland
ALL,157,64.3,81.5,230322,ALL,ALL,ALL,2014,Cleveland ECHS,Cleveland County School District,Cleveland
ALL,165,64.8,75.8,230322,ALL,ALL,ALL,2013,Cleveland ECHS,Cleveland County School District,Cleveland
ALL,866,42,53.1,230324,ALL,ALL,ALL,2017,Crest High,Cleveland County School District,Cleveland
ALL,933,36,46.3,230324,ALL,ALL,ALL,2016,Crest High,Cleveland County School District,Cleveland
ALL,964,40.2,51.6,230324,ALL,ALL,ALL,2015,Crest High,Cleveland County School District,Cleveland
ALL,949,44,53.8,230324,ALL,ALL,ALL,2014,Crest High,Cleveland County School District,Cleveland
ALL,984,47.7,58.9,230324,ALL,ALL,ALL,2013,Crest High,Cleveland County School District,Cleveland
ALL,2020,57.8,66.7,230328,ALL,ALL,ALL,2017,Crest Middle,Cleveland County School District,Cleveland
ALL,2290,51.8,59.7,230328,ALL,ALL,ALL,2016,Crest Middle,Cleveland County School District,Cleveland
ALL,2118,45.8,54.4,230328,ALL,ALL,ALL,2015,Crest Middle,Cleveland County School District,Cleveland
ALL,2326,45.8,55.2,230328,ALL,ALL,ALL,2014,Crest Middle,Cleveland County School District,Cleveland
ALL,2270,46.8,56.3,230328,ALL,ALL,ALL,2013,Crest Middle,Cleveland County School District,Cleveland
ALL,220,5,6.8,230330,ALL,ALL,ALL,2017,Turning Point Academy,Cleveland County School District,Cleveland
ALL,209,5.3,6.2,230330,ALL,ALL,ALL,2016,Turning Point Academy,Cleveland County School District,Cleveland
ALL,216,5.6,10.6,230330,ALL,ALL,ALL,2015,Turning Point Academy,Cleveland County School District,Cleveland
ALL,227,5,5.7,230330,ALL,ALL,ALL,2014,Turning Point Academy,Cleveland County School District,Cleveland
ALL,257,5.8,13.2,230330,ALL,ALL,ALL,2013,Turning Point Academy,Cleveland County School District,Cleveland
ALL,214,57.9,68.7,230334,ALL,ALL,ALL,2017,East Elementary,Cleveland County School District,Cleveland
ALL,232,55.6,70.7,230334,ALL,ALL,ALL,2016,East Elementary,Cleveland County School District,Cleveland
ALL,208,61.1,71.2,230334,ALL,ALL,ALL,2015,East Elementary,Cleveland County School District,Cleveland
ALL,208,63,74.5,230334,ALL,ALL,ALL,2014,East Elementary,Cleveland County School District,Cleveland
ALL,190,59.5,75.3,230334,ALL,ALL,ALL,2013,East Elementary,Cleveland County School District,Cleveland
ALL,1196,35.6,45.2,230336,ALL,ALL,ALL,2017,Shelby Intermediate,Cleveland County School District,Cleveland
ALL,1146,46.2,57.2,230336,ALL,ALL,ALL,2016,Shelby Intermediate,Cleveland County School District,Cleveland
ALL,1175,43.8,54,230336,ALL,ALL,ALL,2015,Shelby Intermediate,Cleveland County School District,Cleveland
ALL,1135,38.8,50.7,230336,ALL,ALL,ALL,2014,Shelby Intermediate,Cleveland County School District,Cleveland
ALL,1153,39.5,50.3,230336,ALL,ALL,ALL,2013,Shelby Intermediate,Cleveland County School District,Cleveland
ALL,673,51.7,61.5,230340,ALL,ALL,ALL,2017,Fallston Elementary,Cleveland County School District,Cleveland
ALL,634,47.5,57.3,230340,ALL,ALL,ALL,2016,Fallston Elementary,Cleveland County School District,Cleveland
ALL,670,51.2,59.3,230340,ALL,ALL,ALL,2015,Fallston Elementary,Cleveland County School District,Cleveland
ALL,637,50.1,60.1,230340,ALL,ALL,ALL,2014,Fallston Elementary,Cleveland County School District,Cleveland
ALL,594,52.9,61.6,230340,ALL,ALL,ALL,2013,Fallston Elementary,Cleveland County School District,Cleveland
ALL,182,22.5,33,230342,ALL,ALL,ALL,2017,Graham Elementary,Cleveland County School District,Cleveland
ALL,206,18,26.2,230342,ALL,ALL,ALL,2016,Graham Elementary,Cleveland County School District,Cleveland
ALL,226,21.7,33.2,230342,ALL,ALL,ALL,2015,Graham Elementary,Cleveland County School District,Cleveland
ALL,206,30.1,45.6,230342,ALL,ALL,ALL,2014,Graham Elementary,Cleveland County School District,Cleveland
ALL,224,24.6,35.3,230342,ALL,ALL,ALL,2013,Graham Elementary,Cleveland County School District,Cleveland
ALL,256,57.8,65.6,230344,ALL,ALL,ALL,2017,Grover Elementary,Cleveland County School District,Cleveland
ALL,250,36.4,46,230344,ALL,ALL,ALL,2016,Grover Elementary,Cleveland County School District,Cleveland
ALL,262,49.2,61.1,230344,ALL,ALL,ALL,2015,Grover Elementary,Cleveland County School District,Cleveland
ALL,280,53.2,65.7,230344,ALL,ALL,ALL,2014,Grover Elementary,Cleveland County School District,Cleveland
ALL,276,49.3,63.4,230344,ALL,ALL,ALL,2013,Grover Elementary,Cleveland County School District,Cleveland
ALL,248,40.7,55.6,230346,ALL,ALL,ALL,2017,James Love Elementary,Cleveland County School District,Cleveland
ALL,292,30.5,39.4,230346,ALL,ALL,ALL,2016,James Love Elementary,Cleveland County School District,Cleveland
ALL,260,32.3,45.8,230346,ALL,ALL,ALL,2015,James Love Elementary,Cleveland County School District,Cleveland
ALL,212,32.1,44.3,230346,ALL,ALL,ALL,2014,James Love Elementary,Cleveland County School District,Cleveland
ALL,220,30,45.9,230346,ALL,ALL,ALL,2013,James Love Elementary,Cleveland County School District,Cleveland
